,Country,Data as of,Case definition,Number of cases Cumulative,Number of cases in past 21 days,Number of deaths Cumulative
534,Guinea,2015-06-14, Suspected,10,Not reported.,Data not available.
535,Guinea,2015-06-14, Total,3678,,2444
536,Guinea,2015-06-14, Suspected,10,,Not available
537,Guinea,2015-06-14, Confirmed,3249,,2025
538,Guinea,2015-06-14, Probable,419,Not reported.,419
539,Guinea,2015-06-14, Confirmed,3245,35,2025
540,Guinea,2015-06-16, Probable,419,,419
541,Guinea,2015-06-16, Confirmed,3246,,2026
542,Guinea,2015-06-16, Suspected,10,,Not available
543,Guinea,2015-06-16, Total,3675,,2445
544,Guinea,2015-06-17, Total,3674,,2446
545,Guinea,2015-06-17, Confirmed,3247,,2027
546,Guinea,2015-06-17, Probable,419,,419
547,Guinea,2015-06-17, Suspected,8,,Not available
548,Guinea,2015-06-20, Probable,428,,428
549,Guinea,2015-06-20, Total,3698,,2456
550,Guinea,2015-06-20, Confirmed,3254,,2028
551,Guinea,2015-06-20, Suspected,16,,Not available
552,Guinea,2015-06-21, Probable,443,Not reported.,443
553,Guinea,2015-06-21, Suspected,18,,Not available
554,Guinea,2015-06-21, Probable,443,,443
555,Guinea,2015-06-21, Confirmed,3257,,2030
556,Guinea,2015-06-21, Confirmed,3257,34,2030
557,Guinea,2015-06-21, Total,3718,34,2473
558,Guinea,2015-06-21, Suspected,18,Not reported.,Data not available.
559,Guinea,2015-06-21, Total,3718,,2473
560,Guinea,2015-06-23, Suspected,11,,Not available
561,Guinea,2015-06-23, Total,3718,,2480
562,Guinea,2015-06-23, Probable,443,,443
563,Guinea,2015-06-23, Confirmed,3264,,2037
564,Guinea,2015-06-24, Suspected,11,,Not available
565,Guinea,2015-06-24, Confirmed,3266,,2037
566,Guinea,2015-06-24, Probable,443,,443
567,Guinea,2015-06-24, Total,3720,,2480
568,Guinea,2015-06-27, Total,3724,,2482
569,Guinea,2015-06-27, Suspected,13,,Not available
570,Guinea,2015-06-27, Probable,443,,443
571,Guinea,2015-06-27, Confirmed,3268,,2039
572,Guinea,2015-06-28, Total,3729,,2482
573,Guinea,2015-06-28, Confirmed,3269,34,2039
574,Guinea,2015-06-28, Probable,443,Not reported.,443
575,Guinea,2015-06-28, Suspected,17,Not reported.,Data not available.
576,Guinea,2015-06-28, Suspected,17,,Not available
577,Guinea,2015-06-28, Total,3729,34,2482
578,Guinea,2015-06-28, Confirmed,3269,,2039
579,Guinea,2015-06-28, Probable,443,,443
580,Guinea,2015-06-30, Probable,450,,450
581,Guinea,2015-06-30, Confirmed,3277,,2040
582,Guinea,2015-06-30, Total,3745,,2490
583,Guinea,2015-06-30, Suspected,18,,Not available
584,Guinea,2015-07-01, Confirmed,3279,,2042
585,Guinea,2015-07-01, Probable,450,,450
586,Guinea,2015-07-01, Suspected,21,,Not available
587,Guinea,2015-07-01, Total,3750,,2492
588,Guinea,2015-07-04, Total,3744,,2498
589,Guinea,2015-07-04, Probable,450,,450
590,Guinea,2015-07-04, Confirmed,3287,,2048
591,Guinea,2015-07-04, Suspected,7,,Not available
592,Guinea,2015-07-05, Confirmed,3287,,2049
593,Guinea,2015-07-05, Probable,450,,450
594,Guinea,2015-07-05, Suspected,11,Not reported.,Data not available.
595,Guinea,2015-07-05, Suspected,11,,Not available
596,Guinea,2015-07-05, Total,3748,,2499
597,Guinea,2015-07-05, Total,3748,42,2499
598,Guinea,2015-07-05, Probable,450,Not reported.,450
599,Guinea,2015-07-05, Confirmed,3287,42,2049
600,Guinea,2015-07-07, Probable,450,,450
601,Guinea,2015-07-07, Confirmed,3290,,2055
602,Guinea,2015-07-07, Suspected,4,,Not available
603,Guinea,2015-07-07, Total,3744,,2505
604,Guinea,2015-07-08, Confirmed,3293,,2055
605,Guinea,2015-07-08, Total,3751,,2505
606,Guinea,2015-07-08, Probable,450,,450
607,Guinea,2015-07-08, Suspected,8,,Not available
608,Guinea,2015-07-11, Confirmed,3299,,2056
609,Guinea,2015-07-11, Suspected,5,,Not available
610,Guinea,2015-07-11, Probable,450,,450
611,Guinea,2015-07-11, Total,3754,,2506
612,Guinea,2015-07-12, Probable,450,Not reported.,450
613,Guinea,2015-07-12, Probable,450,,450
614,Guinea,2015-07-12, Total,3760,43,2506
615,Guinea,2015-07-12, Confirmed,3300,43,2056
616,Guinea,2015-07-12, Confirmed,3300,,2056
617,Guinea,2015-07-12, Suspected,10,Not reported.,Data not available.
618,Guinea,2015-07-12, Total,3760,,2506
619,Guinea,2015-07-12, Suspected,10,,Not available
620,Guinea,2015-07-14, Total,3762,,2506
621,Guinea,2015-07-14, Confirmed,3304,,2056
622,Guinea,2015-07-14, Suspected,8,,Not available
623,Guinea,2015-07-14, Probable,450,,450
624,Guinea,2015-07-15, Confirmed,3310,,2059
625,Guinea,2015-07-15, Total,3770,,2509
626,Guinea,2015-07-15, Suspected,10,,Not available
627,Guinea,2015-07-15, Probable,450,,450
628,Guinea,2015-07-18, Confirmed,3322,,2061
629,Guinea,2015-07-18, Suspected,12,,Not available
630,Guinea,2015-07-18, Total,3784,,2511
631,Guinea,2015-07-18, Probable,450,,450
632,Guinea,2015-07-19, Confirmed,3322,53,2062
633,Guinea,2015-07-19, Suspected,11,,Not available
634,Guinea,2015-07-19, Probable,450,,450
635,Guinea,2015-07-19, Confirmed,3322,,2062
636,Guinea,2015-07-19, Probable,450,Not reported.,450
637,Guinea,2015-07-19, Suspected,11,Not reported.,Data not available.
638,Guinea,2015-07-19, Total,3783,53,2512
639,Guinea,2015-07-19, Total,3783,,2512
640,Guinea,2015-07-21, Probable,450,,450
641,Guinea,2015-07-21, Confirmed,3325,,2066
642,Guinea,2015-07-21, Total,3788,,2516
643,Guinea,2015-07-21, Suspected,13,,Not available
644,Guinea,2015-07-22, Confirmed,3325,,2066
645,Guinea,2015-07-22, Probable,451,,451
646,Guinea,2015-07-22, Suspected,11,,Not available
647,Guinea,2015-07-22, Total,3787,,2517
648,Guinea,2015-07-25, Suspected,16,,Not available
649,Guinea,2015-07-25, Confirmed,3325,,2068
650,Guinea,2015-07-25, Probable,451,,451
651,Guinea,2015-07-25, Total,3792,,2519
652,Guinea,2015-07-26, Suspected,9,,Not available
653,Guinea,2015-07-26, Total,3786,,2520
654,Guinea,2015-07-26, Confirmed,3326,,2069
655,Guinea,2015-07-26, Suspected,9,Not reported.,Data not available.
656,Guinea,2015-07-26, Probable,451,,451
657,Guinea,2015-07-26, Confirmed,3326,39,2069
658,Guinea,2015-07-26, Total,3786,39,2520
659,Guinea,2015-07-26, Probable,451,Not reported.,451
660,Guinea,2015-07-28, Total,3785,,2521
661,Guinea,2015-07-28, Suspected,7,,Not available
662,Guinea,2015-07-28, Probable,452,,452
663,Guinea,2015-07-28, Confirmed,3326,,2069
664,Guinea,2015-07-29, Suspected,3,,Not available
665,Guinea,2015-07-29, Probable,452,,452
666,Guinea,2015-07-29, Confirmed,3326,,2069
667,Guinea,2015-07-29, Total,3781,,2521
668,Guinea,2015-08-01, Total,3786,,2522
669,Guinea,2015-08-01, Confirmed,3327,,2070
670,Guinea,2015-08-01, Probable,452,,452
671,Guinea,2015-08-01, Suspected,7,,Not available
672,Guinea,2015-08-02, Probable,452,,452
673,Guinea,2015-08-02, Probable,452,Not reported.,452
674,Guinea,2015-08-02, Confirmed,3327,27,2070
675,Guinea,2015-08-02, Confirmed,3327,,2070
676,Guinea,2015-08-02, Total,3784,27,2522
677,Guinea,2015-08-02, Total,3784,,2522
678,Guinea,2015-08-02, Suspected,5,,Not available
679,Guinea,2015-08-02, Suspected,5,Not reported.,Data not available.
680,Guinea,2015-08-04, Total,3792,,2524
681,Guinea,2015-08-04, Confirmed,3329,,2072
682,Guinea,2015-08-04, Probable,452,,452
683,Guinea,2015-08-04, Suspected,11,,Not available
684,Guinea,2015-08-05, Suspected,14,,Not available
685,Guinea,2015-08-05, Total,3795,,2524
686,Guinea,2015-08-05, Probable,452,,452
687,Guinea,2015-08-05, Confirmed,3329,,2072
688,Guinea,2015-08-08, Suspected,10,,Not available
689,Guinea,2015-08-08, Probable,452,,452
690,Guinea,2015-08-08, Confirmed,3329,,2072
691,Guinea,2015-08-08, Total,3791,,2524
692,Guinea,2015-08-09, Probable,452,Not reported.,452
693,Guinea,2015-08-09, Suspected,6,Not reported.,Data not available.
694,Guinea,2015-08-09, Total,3787,7,2524
695,Guinea,2015-08-09, Confirmed,3329,7,2072
696,Guinea,2015-08-09, Suspected,6,,Not available
697,Guinea,2015-08-09, Confirmed,3329,,2072
698,Guinea,2015-08-09, Probable,452,,452
699,Guinea,2015-08-09, Total,3787,,2524
700,Guinea,2015-08-11, Confirmed,3330,,2072
701,Guinea,2015-08-11, Probable,452,,452
702,Guinea,2015-08-11, Suspected,10,,Not available
703,Guinea,2015-08-11, Total,3792,,2524
704,Guinea,2015-08-12, Suspected,9,,Not available
705,Guinea,2015-08-12, Probable,452,,452
706,Guinea,2015-08-12, Confirmed,3330,,2072
707,Guinea,2015-08-12, Total,3791,,2524
708,Guinea,2015-08-15, Confirmed,3332,,2072
709,Guinea,2015-08-15, Probable,452,,452
710,Guinea,2015-08-15, Suspected,6,,Not available
711,Guinea,2015-08-15, Total,3790,,2524
712,Guinea,2015-08-16, Probable,452,Not reported.,452
713,Guinea,2015-08-16, Total,3786,6,2524
714,Guinea,2015-08-16, Confirmed,3332,,2072
715,Guinea,2015-08-16, Probable,452,,452
716,Guinea,2015-08-16, Suspected,2,,Not available
717,Guinea,2015-08-16, Total,3786,,2524
718,Guinea,2015-08-16, Suspected,2,Not reported.,Data not available.
719,Guinea,2015-08-16, Confirmed,3332,6,2072
720,Guinea,2015-08-18, Confirmed,3334,,2074
721,Guinea,2015-08-18, Probable,452,,452
722,Guinea,2015-08-18, Total,3792,,2526
723,Guinea,2015-08-18, Suspected,6,,Not available
724,Guinea,2015-08-19, Confirmed,3334,,2074
725,Guinea,2015-08-19, Probable,452,,452
726,Guinea,2015-08-19, Suspected,9,,Not available
727,Guinea,2015-08-19, Total,3795,,2526
728,Guinea,2015-08-22, Total,3790,,2527
729,Guinea,2015-08-22, Suspected,4,,Not available
730,Guinea,2015-08-22, Probable,452,,452
731,Guinea,2015-08-22, Confirmed,3334,,2075
732,Guinea,2015-08-23, Total,3792,8,2527
733,Guinea,2015-08-23, Confirmed,3335,8,2075
734,Guinea,2015-08-23, Confirmed,3335,,2075
735,Guinea,2015-08-23, Probable,452,,452
736,Guinea,2015-08-23, Probable,452,Not reported.,452
737,Guinea,2015-08-23, Total,3792,,2527
738,Guinea,2015-08-23, Suspected,5,,Not available
739,Guinea,2015-08-23, Suspected,5,Not reported.,Data not available.
740,Guinea,2015-08-25, Suspected,9,,Not available
741,Guinea,2015-08-25, Total,3797,,2528
742,Guinea,2015-08-25, Probable,452,,452
743,Guinea,2015-08-25, Confirmed,3336,,2076
744,Guinea,2015-08-26, Probable,452,,452
745,Guinea,2015-08-26, Total,3797,,2528
746,Guinea,2015-08-26, Confirmed,3336,,2076
747,Guinea,2015-08-26, Suspected,9,,Not available
748,Guinea,2015-08-29, Confirmed,3337,,2076
749,Guinea,2015-08-29, Probable,452,,452
750,Guinea,2015-08-29, Suspected,1,,Not available
751,Guinea,2015-08-29, Total,3790,,2528
752,Guinea,2015-08-30, Probable,452,,452
753,Guinea,2015-08-30, Confirmed,3337,8,2077
754,Guinea,2015-08-30, Probable,452,Not reported.,452
755,Guinea,2015-08-30, Suspected,3,Not reported.,Data not available.
756,Guinea,2015-08-30, Total,3792,8,2529
757,Guinea,2015-08-30, Confirmed,3337,,2077
758,Guinea,2015-08-30, Total,3792,,2529
759,Guinea,2015-08-30, Suspected,3,,Not available
760,Guinea,2015-09-01, Suspected,2,,Not available
761,Guinea,2015-09-01, Confirmed,3338,,2077
762,Guinea,2015-09-01, Probable,452,,452
763,Guinea,2015-09-01, Total,3792,,2529
764,Guinea,2015-09-02, Confirmed,3338,,2077
765,Guinea,2015-09-02, Total,3792,,2529
766,Guinea,2015-09-02, Suspected,2,,Not available
767,Guinea,2015-09-02, Probable,452,,452
768,Guinea,2015-09-05, Confirmed,3338,,2078
769,Guinea,2015-09-05, Total,3793,,2530
770,Guinea,2015-09-05, Suspected,3,,Not available
771,Guinea,2015-09-05, Probable,452,,452
772,Guinea,2015-09-06, Confirmed,3338,,2078
773,Guinea,2015-09-06, Total,3792,6,2530
774,Guinea,2015-09-06, Suspected,2,Not reported.,Data not available.
775,Guinea,2015-09-06, Probable,452,Not reported.,452
776,Guinea,2015-09-06, Confirmed,3338,6,2078
777,Guinea,2015-09-06, Total,3792,,2530
778,Guinea,2015-09-06, Suspected,2,,Not available
779,Guinea,2015-09-06, Probable,452,,452
780,Guinea,2015-09-08, Suspected,1,,Not available
781,Guinea,2015-09-08, Confirmed,3338,,2078
782,Guinea,2015-09-08, Probable,452,,452
783,Guinea,2015-09-08, Total,3791,,2530
784,Guinea,2015-09-09, Probable,452,,452
785,Guinea,2015-09-09, Confirmed,3338,,2078
786,Guinea,2015-09-09, Total,3791,,2530
787,Guinea,2015-09-09, Suspected,1,,Not available
788,Guinea,2015-09-12, Confirmed,3338,,2078
789,Guinea,2015-09-12, Probable,452,,452
790,Guinea,2015-09-12, Suspected,3,,Not available
791,Guinea,2015-09-12, Total,3793,,2530
792,Guinea,2015-09-13, Probable,452,,452
793,Guinea,2015-09-13, Confirmed,3338,3,2078
794,Guinea,2015-09-13, Suspected,2,,Not available
795,Guinea,2015-09-13, Total,3792,,2530
796,Guinea,2015-09-13, Confirmed,3338,,2078
797,Guinea,2015-09-13, Total,3792,3,2530
798,Guinea,2015-09-13, Suspected,2,Not reported.,Data not available.
799,Guinea,2015-09-13, Probable,452,Not reported.,452
800,Guinea,2015-09-15, Suspected,4,,Not available
801,Guinea,2015-09-15, Probable,452,,452
802,Guinea,2015-09-15, Confirmed,3338,,2078
803,Guinea,2015-09-15, Total,3794,,2530
804,Guinea,2015-09-16, Total,3794,,2531
805,Guinea,2015-09-16, Suspected,3,,Not available
806,Guinea,2015-09-16, Confirmed,3339,,2079
807,Guinea,2015-09-16, Probable,452,,452
808,Guinea,2015-09-19, Confirmed,3340,,2079
809,Guinea,2015-09-19, Probable,453,,453
810,Guinea,2015-09-19, Total,3797,,2532
811,Guinea,2015-09-19, Suspected,4,,Not available
812,Guinea,2015-09-20, Total,3800,3,2532
813,Guinea,2015-09-20, Confirmed,3340,3,2079
814,Guinea,2015-09-20, Probable,453,Not reported.,453
815,Guinea,2015-09-20, Suspected,7,Not reported.,Data not available.
816,Guinea,2015-09-20, Suspected,7,,Not available
817,Guinea,2015-09-20, Probable,453,,453
818,Guinea,2015-09-20, Confirmed,3340,,2079
819,Guinea,2015-09-20, Total,3800,,2532
820,Guinea,2015-09-22, Total,3801,,2533
821,Guinea,2015-09-22, Suspected,8,,Not available
822,Guinea,2015-09-22, Probable,453,,453
823,Guinea,2015-09-22, Confirmed,3340,,2080
824,Guinea,2015-09-23, Confirmed,3340,,2080
825,Guinea,2015-09-23, Probable,453,,453
826,Guinea,2015-09-23, Suspected,4,,Not available
827,Guinea,2015-09-23, Total,3797,,2533
828,Guinea,2015-09-26, Probable,453,,453
829,Guinea,2015-09-26, Total,3805,,2533
830,Guinea,2015-09-26, Suspected,10,,Not available
831,Guinea,2015-09-26, Confirmed,3342,,2080
832,Guinea,2015-09-27, Probable,453,,453
833,Guinea,2015-09-27, Confirmed,3344,,2080
834,Guinea,2015-09-27, Total,3805,,2533
835,Guinea,2015-09-27, Probable,453,Not reported.,453
836,Guinea,2015-09-27, Total,3805,6,2533
837,Guinea,2015-09-27, Confirmed,3344,6,2080
838,Guinea,2015-09-27, Suspected,8,,Not available
839,Guinea,2015-09-27, Suspected,8,Not reported.,Data not available.
840,Guinea,2015-09-29, Probable,453,,453
841,Guinea,2015-09-29, Total,3808,,2533
842,Guinea,2015-09-29, Suspected,11,,Not available
843,Guinea,2015-09-29, Confirmed,3344,,2080
844,Guinea,2015-09-30, Confirmed,3344,,2080
845,Guinea,2015-09-30, Probable,453,,453
846,Guinea,2015-09-30, Suspected,12,,Not available
847,Guinea,2015-09-30, Total,3809,,2533
848,Guinea,2015-10-03, Confirmed,3344,,2081
849,Guinea,2015-10-03, Total,3804,,2534
850,Guinea,2015-10-03, Suspected,7,,Not available
851,Guinea,2015-10-03, Probable,453,,453
852,Guinea,2015-10-04, Suspected,7,,Not available
853,Guinea,2015-10-04, Total,3804,6,2534
854,Guinea,2015-10-04, Total,3804,,2534
855,Guinea,2015-10-04, Probable,453,Not reported.,453
856,Guinea,2015-10-04, Confirmed,3344,6,2081
857,Guinea,2015-10-04, Probable,453,,453
858,Guinea,2015-10-04, Confirmed,3344,,2081
859,Guinea,2015-10-04, Suspected,7,Not reported.,Data not available.
860,Guinea,2015-10-06, Probable,453,,453
861,Guinea,2015-10-06, Total,3799,,2534
862,Guinea,2015-10-06, Suspected,2,,Not available
863,Guinea,2015-10-06, Confirmed,3344,,2081
864,Guinea,2015-10-07, Probable,453,,453
865,Guinea,2015-10-07, Suspected,3,,Not available
866,Guinea,2015-10-07, Total,3800,,2534
867,Guinea,2015-10-07, Confirmed,3344,,2081
868,Guinea,2015-10-10, Probable,453,,453
869,Guinea,2015-10-10, Suspected,1,,Not available
870,Guinea,2015-10-10, Total,3798,,2534
871,Guinea,2015-10-10, Confirmed,3344,,2081
872,Guinea,2015-10-11, Total,3800,,2534
873,Guinea,2015-10-11, Probable,453,,453
874,Guinea,2015-10-11, Confirmed,3344,,2081
875,Guinea,2015-10-11, Suspected,3,,Not available
876,Guinea,2015-10-11, Confirmed,3344,4,2081
877,Guinea,2015-10-11, Total,3800,4,2534
878,Guinea,2015-10-11, Probable,453,Not reported.,453
879,Guinea,2015-10-11, Suspected,3,Not reported.,Data not available.
880,Guinea,2015-10-13, Confirmed,3345,,2081
881,Guinea,2015-10-13, Total,3802,,2534
882,Guinea,2015-10-13, Suspected,4,,Not available
883,Guinea,2015-10-13, Probable,453,,453
884,Guinea,2015-10-14, Total,3804,,2535
885,Guinea,2015-10-14, Suspected,5,,Not available
886,Guinea,2015-10-14, Probable,453,,453
887,Guinea,2015-10-14, Confirmed,3346,,2082
888,Guinea,2015-10-17, Confirmed,3347,,2082
889,Guinea,2015-10-17, Total,3806,,2535
890,Guinea,2015-10-17, Probable,453,,453
891,Guinea,2015-10-17, Suspected,6,,Not available
892,Guinea,2015-10-18, Suspected,3,,Not available
893,Guinea,2015-10-18, Probable,453,,453
894,Guinea,2015-10-18, Confirmed,3347,,2082
895,Guinea,2015-10-18, Suspected,3,Not reported.,Data not available.
896,Guinea,2015-10-18, Total,3803,,2535
897,Guinea,2015-10-18, Confirmed,3347,3,2082
898,Guinea,2015-10-18, Probable,453,Not reported.,453
899,Guinea,2015-10-18, Total,3803,3,2535
900,Guinea,2015-10-20, Total,3801,,2535
901,Guinea,2015-10-20, Confirmed,3347,,2082
902,Guinea,2015-10-20, Suspected,1,,Not available
903,Guinea,2015-10-20, Probable,453,,453
904,Guinea,2015-10-21, Probable,453,,453
905,Guinea,2015-10-21, Confirmed,3347,,2082
906,Guinea,2015-10-21, Suspected,1,,Not available
907,Guinea,2015-10-21, Total,3801,,2535
908,Guinea,2015-10-24, Total,3804,,2535
909,Guinea,2015-10-24, Suspected,1,,Not available
910,Guinea,2015-10-24, Probable,453,,453
911,Guinea,2015-10-24, Confirmed,3350,,2082
912,Guinea,2015-10-25, Total,3806,,2535
913,Guinea,2015-10-25, Probable,453,Not reported.,453
914,Guinea,2015-10-25, Suspected,3,Not reported.,Data not available.
915,Guinea,2015-10-25, Suspected,3,,Not available
916,Guinea,2015-10-25, Probable,453,,453
917,Guinea,2015-10-25, Confirmed,3350,6,2082
918,Guinea,2015-10-25, Confirmed,3350,,2082
919,Guinea,2015-10-25, Total,3806,6,2535
920,Guinea,2015-10-27, Confirmed,3350,,2083
921,Guinea,2015-10-27, Probable,453,,453
922,Guinea,2015-10-27, Suspected,5,,Not available
923,Guinea,2015-10-27, Total,3808,,2536
924,Guinea,2015-10-28, Confirmed,3350,,2083
925,Guinea,2015-10-28, Probable,453,,453
926,Guinea,2015-10-28, Suspected,5,,Not available
927,Guinea,2015-10-28, Total,3808,,2536
928,Guinea,2015-10-31, Confirmed,3351,,2083
929,Guinea,2015-10-31, Probable,453,,453
930,Guinea,2015-10-31, Suspected,4,,Not available
931,Guinea,2015-10-31, Total,3808,,2536
932,Guinea,2015-11-01, Suspected,6,Not reported.,Data not available.
933,Guinea,2015-11-01, Total,3810,,2536
934,Guinea,2015-11-01, Probable,453,,453
935,Guinea,2015-11-01, Confirmed,3351,,2083
936,Guinea,2015-11-01, Total,3810,7,2536
937,Guinea,2015-11-01, Probable,453,Not reported.,453
938,Guinea,2015-11-01, Suspected,6,,Not available
939,Guinea,2015-11-01, Confirmed,3351,7,2083
940,Guinea,2015-11-03, Total,3805,,2536
941,Guinea,2015-11-03, Suspected,1,,Not available
942,Guinea,2015-11-03, Probable,453,,453
943,Guinea,2015-11-03, Confirmed,3351,,2083
944,Guinea,2015-11-04, Confirmed,3351,,2083
945,Guinea,2015-11-04, Total,3805,,2536
946,Guinea,2015-11-04, Suspected,1,,Not available
947,Guinea,2015-11-04, Probable,453,,453
948,Guinea,2015-11-07, Probable,453,,453
949,Guinea,2015-11-07, Total,3806,,2536
950,Guinea,2015-11-07, Suspected,2,,Not available
951,Guinea,2015-11-07, Confirmed,3351,,2083
952,Guinea,2015-11-08, Confirmed,3351,,2083
953,Guinea,2015-11-08, Probable,453,,453
954,Guinea,2015-11-08, Total,3805,,2536
955,Guinea,2015-11-08, Suspected,1,,Not available
956,Guinea,2015-11-08, Confirmed,3351,4,2083
957,Guinea,2015-11-08, Probable,453,Not reported.,453
958,Guinea,2015-11-08, Suspected,1,Not reported.,Data not available.
959,Guinea,2015-11-08, Total,3805,4,2536
960,Guinea,2015-11-10, Suspected,1,,Not available
961,Guinea,2015-11-10, Probable,453,,453
962,Guinea,2015-11-10, Confirmed,3351,,2083
963,Guinea,2015-11-10, Total,3805,,2536
964,Guinea,2015-11-11, Total,3804,,2536
965,Guinea,2015-11-11, Confirmed,3351,,2083
966,Guinea,2015-11-11, Probable,453,,453
967,Guinea,2015-11-11, Suspected,0,,Not available
968,Guinea,2015-11-14, Confirmed,3351,,2083
969,Guinea,2015-11-14, Total,3805,,2536
970,Guinea,2015-11-14, Suspected,1,,Not available
971,Guinea,2015-11-14, Probable,453,,453
972,Guinea,2015-11-15, Total,3804,,2536
973,Guinea,2015-11-15, Suspected,0,,Not available
974,Guinea,2015-11-15, Total,3804,1,2536
975,Guinea,2015-11-15, Probable,453,,453
976,Guinea,2015-11-15, Confirmed,3351,,2083
977,Guinea,2015-11-15, Confirmed,3351,1,2083
978,Guinea,2015-11-15, Probable,453,Not reported.,453
979,Guinea,2015-11-15, Suspected,0,Not reported.,Data not available.
980,Guinea,2015-11-17, Probable,453,,453
981,Guinea,2015-11-17, Total,3806,,2536
982,Guinea,2015-11-17, Confirmed,3351,,2083
983,Guinea,2015-11-17, Suspected,2,,Not available
984,Guinea,2015-11-18, Confirmed,3351,,2083
985,Guinea,2015-11-18, Probable,453,,453
986,Guinea,2015-11-18, Suspected,0,,Not available
987,Guinea,2015-11-18, Total,3804,,2536
988,Guinea,2015-11-21, Confirmed,3351,,2083
989,Guinea,2015-11-21, Probable,453,,453
990,Guinea,2015-11-21, Suspected,0,,Not available
991,Guinea,2015-11-21, Total,3804,,2536
992,Guinea,2015-11-22, Total,3804,0,2536
993,Guinea,2015-11-22, Probable,453,Not reported.,453
994,Guinea,2015-11-22, Confirmed,3351,,2083
995,Guinea,2015-11-22, Suspected,0,Not reported.,Data not available.
996,Guinea,2015-11-22, Confirmed,3351,0,2083
997,Guinea,2015-11-22, Total,3804,,2536
998,Guinea,2015-11-22, Probable,453,,453
999,Guinea,2015-11-22, Suspected,0,,Not available
1000,Guinea,2015-11-24, Suspected,0,,Not available
1001,Guinea,2015-11-24, Probable,453,,453
1002,Guinea,2015-11-24, Total,3804,,2536
1003,Guinea,2015-11-24, Confirmed,3351,,2083
1004,Guinea,2015-11-25, Confirmed,3351,,2083
1005,Guinea,2015-11-25, Probable,453,,453
1006,Guinea,2015-11-25, Suspected,0,,Not available
1007,Guinea,2015-11-25, Total,3804,,2536
1008,Guinea,2015-11-29, Suspected,0,Not reported.,Data not available.
1009,Guinea,2015-11-29, Probable,453,Not reported.,453
1010,Guinea,2015-11-29, Confirmed,3351,0,2083
1011,Guinea,2015-11-29, Suspected,0,,Not available
1012,Guinea,2015-11-29, Confirmed,3351,,2083
1013,Guinea,2015-11-29, Total,3804,,2536
1014,Guinea,2015-11-29, Probable,453,,453
1015,Guinea,2015-11-29, Total,3804,0,2536
1016,Guinea,2015-11-29, Confirmed,3351,,2083
1017,Guinea,2015-11-29, Probable,453,,453
1018,Guinea,2015-11-29, Total,3804,,2536
1019,Guinea,2015-11-29, Suspected,0,,Not available
1020,Guinea,2015-12-01, Confirmed,3351,,2083
1021,Guinea,2015-12-01, Total,3805,,2536
1022,Guinea,2015-12-01, Suspected,1,,Not available
1023,Guinea,2015-12-01, Probable,453,,453
1024,Guinea,2015-12-02, Suspected,1,,Not available
1025,Guinea,2015-12-02, Probable,453,,453
1026,Guinea,2015-12-02, Total,3805,,2536
1027,Guinea,2015-12-02, Confirmed,3351,,2083
1028,Guinea,2015-12-05, Confirmed,3351,,2083
1029,Guinea,2015-12-05, Probable,453,,453
1030,Guinea,2015-12-05, Suspected,0,,Not available
1031,Guinea,2015-12-05, Total,3804,,2536
1032,Guinea,2015-12-06, Total,3804,0,2536
1033,Guinea,2015-12-06, Suspected,0,Not reported.,Data not available.
1034,Guinea,2015-12-06, Total,3804,,2536
1035,Guinea,2015-12-06, Suspected,0,,Not available
1036,Guinea,2015-12-06, Probable,453,,453
1037,Guinea,2015-12-06, Confirmed,3351,,2083
1038,Guinea,2015-12-06, Confirmed,3351,0,2083
1039,Guinea,2015-12-06, Probable,453,Not reported.,453
1040,Guinea,2015-12-08, Suspected,0,,Not available
1041,Guinea,2015-12-08, Probable,453,,453
1042,Guinea,2015-12-08, Confirmed,3351,,2083
1043,Guinea,2015-12-08, Total,3804,,2536
1044,Guinea,2015-12-09, Confirmed,3351,,2083
1045,Guinea,2015-12-09, Probable,453,,453
1046,Guinea,2015-12-09, Suspected,0,,Not available
1047,Guinea,2015-12-09, Total,3804,,2536
1048,Guinea,2015-12-12, Probable,453,,453
1049,Guinea,2015-12-12, Suspected,2,,Not available
1050,Guinea,2015-12-12, Total,3806,,2536
1051,Guinea,2015-12-12, Confirmed,3351,,2083
1052,Guinea,2015-12-13, Confirmed,3351,0,2083
1053,Guinea,2015-12-13, Suspected,3,,Not available
1054,Guinea,2015-12-13, Total,3807,,2536
1055,Guinea,2015-12-13, Probable,453,Not reported.,453
1056,Guinea,2015-12-13, Probable,453,,453
1057,Guinea,2015-12-13, Confirmed,3351,,2083
1058,Guinea,2015-12-13, Total,3807,0,2536
1059,Guinea,2015-12-13, Suspected,3,Not reported.,Data not available.
1060,Guinea,2015-12-15, Confirmed,3351,,2083
1061,Guinea,2015-12-15, Probable,453,,453
1062,Guinea,2015-12-15, Suspected,1,,Not available
1063,Guinea,2015-12-15, Total,3805,,2536
1064,Guinea,2015-12-16, Probable,453,,453
1065,Guinea,2015-12-16, Suspected,0,,Not available
1066,Guinea,2015-12-16, Total,3804,,2536
1067,Guinea,2015-12-16, Confirmed,3351,,2083
1068,Guinea,2015-12-19, Probable,453,,453
1069,Guinea,2015-12-19, Suspected,0,,Not available
1070,Guinea,2015-12-19, Total,3804,,2536
1071,Guinea,2015-12-19, Confirmed,3351,,2083
1072,Guinea,2015-12-20, Total,3804,0,2536
