,Country,Data as of,Case definition,Number of cases Cumulative,Number of cases in past 21 days,Number of deaths Cumulative
483,Sierra Leone,2015-05-26, Suspected,3837,,158
484,Sierra Leone,2015-05-27, Total,12 745,,3911
485,Sierra Leone,2015-05-27, Suspected,3844,,158
486,Sierra Leone,2015-05-27, Probable,287,,208
487,Sierra Leone,2015-05-27, Confirmed,8614,,3545
488,Sierra Leone,2015-05-30, Probable,287,,208
489,Sierra Leone,2015-05-30, Total,12 816,,3911
490,Sierra Leone,2015-05-30, Suspected,3911,,158
491,Sierra Leone,2015-05-30, Confirmed,8618,,3545
492,Sierra Leone,2015-05-31, Probable,287,,208
493,Sierra Leone,2015-05-31, Suspected,3920,,158
494,Sierra Leone,2015-05-31, Confirmed,8620,23,3546
495,Sierra Leone,2015-05-31, Total,12 827,,3912
496,Sierra Leone,2015-05-31, Probable,287,Not reported.,208
497,Sierra Leone,2015-05-31, Suspected,3920,Not reported.,158
498,Sierra Leone,2015-05-31, Total,12 827,23,3912
499,Sierra Leone,2015-05-31, Confirmed,8620,,3546
500,Sierra Leone,2015-06-02, Total,12 850,,3912
501,Sierra Leone,2015-06-02, Suspected,3940,,158
502,Sierra Leone,2015-06-02, Probable,287,,208
503,Sierra Leone,2015-06-02, Confirmed,8623,,3546
504,Sierra Leone,2015-06-03, Probable,287,,208
505,Sierra Leone,2015-06-03, Total,12 859,,3912
506,Sierra Leone,2015-06-03, Confirmed,8624,,3546
507,Sierra Leone,2015-06-03, Suspected,3948,,158
508,Sierra Leone,2015-06-06, Total,12 884,,3913
509,Sierra Leone,2015-06-06, Suspected,3967,,158
510,Sierra Leone,2015-06-06, Probable,287,,208
511,Sierra Leone,2015-06-06, Confirmed,8630,,3547
512,Sierra Leone,2015-06-07, Total,12 901,,3915
513,Sierra Leone,2015-06-07, Total,12 901,30,3915
514,Sierra Leone,2015-06-07, Suspected,3979,Not reported.,158
515,Sierra Leone,2015-06-07, Confirmed,8635,,3549
516,Sierra Leone,2015-06-07, Probable,287,,208
517,Sierra Leone,2015-06-07, Confirmed,8635,30,3549
518,Sierra Leone,2015-06-07, Probable,287,Not reported.,208
519,Sierra Leone,2015-06-07, Suspected,3979,,158
520,Sierra Leone,2015-06-09, Confirmed,8638,,3551
521,Sierra Leone,2015-06-09, Probable,287,,208
522,Sierra Leone,2015-06-09, Suspected,3986,,158
523,Sierra Leone,2015-06-09, Total,12 911,,3917
524,Sierra Leone,2015-06-10, Probable,287,,208
525,Sierra Leone,2015-06-10, Suspected,3998,,158
526,Sierra Leone,2015-06-10, Total,12 932,,3917
527,Sierra Leone,2015-06-10, Confirmed,8647,,3551
528,Sierra Leone,2015-06-13, Confirmed,8649,,3553
529,Sierra Leone,2015-06-13, Total,12 962,,3919
530,Sierra Leone,2015-06-13, Suspected,4026,,158
531,Sierra Leone,2015-06-13, Probable,287,,208
532,Sierra Leone,2015-06-14, Suspected,4029,Not reported.,158
533,Sierra Leone,2015-06-14, Suspected,4029,,158
534,Sierra Leone,2015-06-14, Total,12 965,,3919
535,Sierra Leone,2015-06-14, Probable,287,,208
536,Sierra Leone,2015-06-14, Confirmed,8649,41,3553
537,Sierra Leone,2015-06-14, Confirmed,8649,,3553
538,Sierra Leone,2015-06-14, Total,12 965,41,3919
539,Sierra Leone,2015-06-14, Probable,287,Not reported.,208
540,Sierra Leone,2015-06-16, Suspected,4052,,158
541,Sierra Leone,2015-06-16, Probable,287,,208
542,Sierra Leone,2015-06-16, Total,12 990,,3922
543,Sierra Leone,2015-06-16, Confirmed,8651,,3556
544,Sierra Leone,2015-06-17, Total,13 012,,3926
545,Sierra Leone,2015-06-17, Suspected,4071,,158
546,Sierra Leone,2015-06-17, Probable,287,,208
547,Sierra Leone,2015-06-17, Confirmed,8654,,3560
548,Sierra Leone,2015-06-20, Confirmed,8657,,3562
549,Sierra Leone,2015-06-20, Probable,287,,208
550,Sierra Leone,2015-06-20, Suspected,4107,,158
551,Sierra Leone,2015-06-20, Total,13 051,,3928
552,Sierra Leone,2015-06-21, Confirmed,8657,37,3562
553,Sierra Leone,2015-06-21, Probable,287,Not reported.,208
554,Sierra Leone,2015-06-21, Total,13 059,37,3928
555,Sierra Leone,2015-06-21, Suspected,4115,Not reported.,158
556,Sierra Leone,2015-06-21, Total,13 059,,3928
557,Sierra Leone,2015-06-21, Suspected,4115,,158
558,Sierra Leone,2015-06-21, Confirmed,8657,,3562
559,Sierra Leone,2015-06-21, Probable,287,,208
560,Sierra Leone,2015-06-23, Confirmed,8660,,3565
561,Sierra Leone,2015-06-23, Probable,287,,208
562,Sierra Leone,2015-06-23, Suspected,4136,,158
563,Sierra Leone,2015-06-23, Total,13 083,,3931
564,Sierra Leone,2015-06-24, Confirmed,8662,,3565
565,Sierra Leone,2015-06-24, Probable,287,,208
566,Sierra Leone,2015-06-24, Suspected,4144,,158
567,Sierra Leone,2015-06-24, Total,13 093,,3931
568,Sierra Leone,2015-06-27, Confirmed,8664,,3566
569,Sierra Leone,2015-06-27, Suspected,4164,,158
570,Sierra Leone,2015-06-27, Total,13 115,,3932
571,Sierra Leone,2015-06-27, Probable,287,,208
572,Sierra Leone,2015-06-28, Confirmed,8665,,3566
573,Sierra Leone,2015-06-28, Suspected,4167,,158
574,Sierra Leone,2015-06-28, Probable,287,Not reported.,208
575,Sierra Leone,2015-06-28, Total,13 119,,3932
576,Sierra Leone,2015-06-28, Confirmed,8665,30,3566
577,Sierra Leone,2015-06-28, Probable,287,,208
578,Sierra Leone,2015-06-28, Total,13 119,30,3932
579,Sierra Leone,2015-06-28, Suspected,4167,Not reported.,158
580,Sierra Leone,2015-06-30, Total,13 129,,3933
581,Sierra Leone,2015-06-30, Suspected,4174,,158
582,Sierra Leone,2015-06-30, Confirmed,8668,,3567
583,Sierra Leone,2015-06-30, Probable,287,,208
584,Sierra Leone,2015-07-01, Confirmed,8671,,3569
585,Sierra Leone,2015-07-01, Probable,287,,208
586,Sierra Leone,2015-07-01, Suspected,4177,,158
587,Sierra Leone,2015-07-01, Total,13 135,,3935
588,Sierra Leone,2015-07-04, Suspected,4190,,158
589,Sierra Leone,2015-07-04, Confirmed,8673,,3574
590,Sierra Leone,2015-07-04, Probable,287,,208
591,Sierra Leone,2015-07-04, Total,13 150,,3940
592,Sierra Leone,2015-07-05, Suspected,4194,,158
593,Sierra Leone,2015-07-05, Confirmed,8674,25,3574
594,Sierra Leone,2015-07-05, Probable,287,Not reported.,208
595,Sierra Leone,2015-07-05, Suspected,4194,Not reported.,158
596,Sierra Leone,2015-07-05, Total,13 155,25,3940
597,Sierra Leone,2015-07-05, Total,13 155,,3940
598,Sierra Leone,2015-07-05, Confirmed,8674,,3574
599,Sierra Leone,2015-07-05, Probable,287,,208
600,Sierra Leone,2015-07-07, Total,13 169,,3941
601,Sierra Leone,2015-07-07, Suspected,4207,,158
602,Sierra Leone,2015-07-07, Probable,287,,208
603,Sierra Leone,2015-07-07, Confirmed,8675,,3575
604,Sierra Leone,2015-07-08, Total,13 177,,3941
605,Sierra Leone,2015-07-08, Suspected,4214,,158
606,Sierra Leone,2015-07-08, Probable,287,,208
607,Sierra Leone,2015-07-08, Confirmed,8676,,3575
608,Sierra Leone,2015-07-11, Total,13 201,,3946
609,Sierra Leone,2015-07-11, Suspected,4227,,158
610,Sierra Leone,2015-07-11, Probable,287,,208
611,Sierra Leone,2015-07-11, Confirmed,8687,,3580
612,Sierra Leone,2015-07-12, Probable,287,,208
613,Sierra Leone,2015-07-12, Suspected,4234,,158
614,Sierra Leone,2015-07-12, Total,13 209,,3947
615,Sierra Leone,2015-07-12, Suspected,4234,,158
616,Sierra Leone,2015-07-12, Total,13 209,,3947
617,Sierra Leone,2015-07-12, Total,13 209,31,3947
618,Sierra Leone,2015-07-12, Confirmed,8688,,3581
619,Sierra Leone,2015-07-12, Probable,287,Not reported.,208
620,Sierra Leone,2015-07-12, Total,13 209,,3947
621,Sierra Leone,2015-07-12, Confirmed,8688,31,3581
622,Sierra Leone,2015-07-12, Confirmed,8688,,3581
623,Sierra Leone,2015-07-12, Confirmed,8688,,3581
624,Sierra Leone,2015-07-12, Probable,287,,208
625,Sierra Leone,2015-07-12, Suspected,4234,,158
626,Sierra Leone,2015-07-12, Suspected,4234,Not reported.,158
627,Sierra Leone,2015-07-12, Probable,287,,208
628,Sierra Leone,2015-07-18, Total,13 241,,3949
629,Sierra Leone,2015-07-18, Suspected,4262,,158
630,Sierra Leone,2015-07-18, Confirmed,8692,,3583
631,Sierra Leone,2015-07-18, Probable,287,,208
632,Sierra Leone,2015-07-19, Total,13 249,26,3949
633,Sierra Leone,2015-07-19, Confirmed,8692,,3583
634,Sierra Leone,2015-07-19, Probable,287,Not reported.,208
635,Sierra Leone,2015-07-19, Probable,287,,208
636,Sierra Leone,2015-07-19, Suspected,4271,,158
637,Sierra Leone,2015-07-19, Total,13 250,,3949
638,Sierra Leone,2015-07-19, Confirmed,8691,26,3583
639,Sierra Leone,2015-07-19, Suspected,4271,Not reported.,158
640,Sierra Leone,2015-07-21, Confirmed,8693,,3583
641,Sierra Leone,2015-07-21, Probable,287,,208
642,Sierra Leone,2015-07-21, Suspected,4282,,158
643,Sierra Leone,2015-07-21, Total,13 262,,3949
644,Sierra Leone,2015-07-22, Total,13 264,,3949
645,Sierra Leone,2015-07-22, Suspected,4284,,158
646,Sierra Leone,2015-07-22, Probable,287,,208
647,Sierra Leone,2015-07-22, Confirmed,8693,,3583
648,Sierra Leone,2015-07-25, Total,13 283,,3951
649,Sierra Leone,2015-07-25, Suspected,4302,,158
650,Sierra Leone,2015-07-25, Probable,287,,208
651,Sierra Leone,2015-07-25, Confirmed,8694,,3585
652,Sierra Leone,2015-07-26, Total,13 290,,3951
653,Sierra Leone,2015-07-26, Total,13 290,20,3951
654,Sierra Leone,2015-07-26, Suspected,4309,,158
655,Sierra Leone,2015-07-26, Probable,287,Not reported.,208
656,Sierra Leone,2015-07-26, Confirmed,8694,20,3585
657,Sierra Leone,2015-07-26, Confirmed,8694,,3585
658,Sierra Leone,2015-07-26, Probable,287,,208
659,Sierra Leone,2015-07-26, Suspected,4309,Not reported.,158
660,Sierra Leone,2015-07-28, Suspected,4398,,158
661,Sierra Leone,2015-07-28, Probable,287,,208
662,Sierra Leone,2015-07-28, Confirmed,8694,,3585
663,Sierra Leone,2015-07-28, Total,13 379,,3951
664,Sierra Leone,2015-07-29, Total,13 387,,3951
665,Sierra Leone,2015-07-29, Confirmed,8694,,3585
666,Sierra Leone,2015-07-29, Suspected,4406,,158
667,Sierra Leone,2015-07-29, Probable,287,,208
668,Sierra Leone,2015-08-01, Suspected,4420,,158
669,Sierra Leone,2015-08-01, Total,13 402,,3951
670,Sierra Leone,2015-08-01, Confirmed,8695,,3585
671,Sierra Leone,2015-08-01, Probable,287,,208
672,Sierra Leone,2015-08-02, Total,13 406,7,3951
673,Sierra Leone,2015-08-02, Probable,287,Not reported.,208
674,Sierra Leone,2015-08-02, Confirmed,8695,7,3585
675,Sierra Leone,2015-08-02, Suspected,4424,Not reported.,158
676,Sierra Leone,2015-08-02, Total,13 406,,3951
677,Sierra Leone,2015-08-02, Confirmed,8695,,3585
678,Sierra Leone,2015-08-02, Probable,287,,208
679,Sierra Leone,2015-08-02, Suspected,4424,,158
680,Sierra Leone,2015-08-04, Suspected,4443,,158
681,Sierra Leone,2015-08-04, Probable,287,,208
682,Sierra Leone,2015-08-04, Total,13 426,,3951
683,Sierra Leone,2015-08-04, Confirmed,8696,,3585
684,Sierra Leone,2015-08-05, Suspected,4445,,158
685,Sierra Leone,2015-08-05, Confirmed,8696,,3585
686,Sierra Leone,2015-08-05, Total,13 428,,3951
687,Sierra Leone,2015-08-05, Probable,287,,208
688,Sierra Leone,2015-08-08, Probable,287,,208
689,Sierra Leone,2015-08-08, Confirmed,8697,,3585
690,Sierra Leone,2015-08-08, Total,13 465,,3951
691,Sierra Leone,2015-08-08, Suspected,4481,,158
692,Sierra Leone,2015-08-09, Confirmed,8697,6,3585
693,Sierra Leone,2015-08-09, Suspected,4486,Not reported.,158
694,Sierra Leone,2015-08-09, Probable,287,Not reported.,208
695,Sierra Leone,2015-08-09, Confirmed,8697,,3585
696,Sierra Leone,2015-08-09, Probable,287,,208
697,Sierra Leone,2015-08-09, Total,13 470,6,3951
698,Sierra Leone,2015-08-09, Suspected,4486,,158
699,Sierra Leone,2015-08-09, Total,13 470,,3951
700,Sierra Leone,2015-08-11, Confirmed,8697,,3585
701,Sierra Leone,2015-08-11, Suspected,4500,,158
702,Sierra Leone,2015-08-11, Probable,287,,208
703,Sierra Leone,2015-08-11, Total,13 484,,3951
704,Sierra Leone,2015-08-12, Probable,287,,208
705,Sierra Leone,2015-08-12, Suspected,4501,,158
706,Sierra Leone,2015-08-12, Total,13 485,,3952
707,Sierra Leone,2015-08-12, Confirmed,8697,,3586
708,Sierra Leone,2015-08-14, Confirmed,8697,,3586
709,Sierra Leone,2015-08-14, Probable,287,,208
710,Sierra Leone,2015-08-14, Suspected,4505,,158
711,Sierra Leone,2015-08-14, Total,13 489,,3952
712,Sierra Leone,2015-08-16, Total,13 494,,3952
713,Sierra Leone,2015-08-16, Confirmed,8697,3,3586
714,Sierra Leone,2015-08-16, Suspected,4510,Not reported.,158
715,Sierra Leone,2015-08-16, Total,13 494,3,3952
716,Sierra Leone,2015-08-16, Confirmed,8697,,3586
717,Sierra Leone,2015-08-16, Probable,287,,208
718,Sierra Leone,2015-08-16, Probable,287,Not reported.,208
719,Sierra Leone,2015-08-16, Suspected,4510,,158
720,Sierra Leone,2015-08-18, Total,13 518,,3952
721,Sierra Leone,2015-08-18, Suspected,4534,,158
722,Sierra Leone,2015-08-18, Probable,287,,208
723,Sierra Leone,2015-08-18, Confirmed,8697,,3586
724,Sierra Leone,2015-08-19, Probable,287,,208
725,Sierra Leone,2015-08-19, Confirmed,8697,,3586
726,Sierra Leone,2015-08-19, Suspected,4549,,158
727,Sierra Leone,2015-08-19, Total,13 533,,3952
728,Sierra Leone,2015-08-22, Total,13 538,,3952
729,Sierra Leone,2015-08-22, Suspected,4554,,158
730,Sierra Leone,2015-08-22, Confirmed,8697,,3586
731,Sierra Leone,2015-08-22, Probable,287,,208
732,Sierra Leone,2015-08-23, Total,13 541,1,3952
733,Sierra Leone,2015-08-23, Suspected,4557,Not reported.,158
734,Sierra Leone,2015-08-23, Probable,287,Not reported.,208
735,Sierra Leone,2015-08-23, Confirmed,8697,1,3586
736,Sierra Leone,2015-08-23, Suspected,4557,,158
737,Sierra Leone,2015-08-23, Confirmed,8697,,3586
738,Sierra Leone,2015-08-23, Total,13 541,,3952
739,Sierra Leone,2015-08-23, Probable,287,,208
740,Sierra Leone,2015-08-25, Confirmed,8697,,3586
741,Sierra Leone,2015-08-25, Probable,287,,208
742,Sierra Leone,2015-08-25, Suspected,4598,,158
743,Sierra Leone,2015-08-25, Total,13 582,,3952
744,Sierra Leone,2015-08-26, Total,13 586,,3952
745,Sierra Leone,2015-08-26, Suspected,4602,,158
746,Sierra Leone,2015-08-26, Confirmed,8697,,3586
747,Sierra Leone,2015-08-26, Probable,287,,208
748,Sierra Leone,2015-08-29, Confirmed,8698,,3587
749,Sierra Leone,2015-08-29, Suspected,4618,,158
750,Sierra Leone,2015-08-29, Total,13 603,,3953
751,Sierra Leone,2015-08-29, Probable,287,,208
752,Sierra Leone,2015-08-30, Probable,287,Not reported.,208
753,Sierra Leone,2015-08-30, Suspected,4624,Not reported.,158
754,Sierra Leone,2015-08-30, Total,13 609,1,3953
755,Sierra Leone,2015-08-30, Confirmed,8698,,3587
756,Sierra Leone,2015-08-30, Probable,287,,208
757,Sierra Leone,2015-08-30, Suspected,4624,,158
758,Sierra Leone,2015-08-30, Total,13 609,,3953
759,Sierra Leone,2015-08-30, Confirmed,8698,1,3587
760,Sierra Leone,2015-09-01, Probable,287,,208
761,Sierra Leone,2015-09-01, Total,13 638,,3953
762,Sierra Leone,2015-09-01, Confirmed,8698,,3587
763,Sierra Leone,2015-09-01, Suspected,4653,,158
764,Sierra Leone,2015-09-02, Confirmed,8698,,3587
765,Sierra Leone,2015-09-02, Probable,287,,208
766,Sierra Leone,2015-09-02, Suspected,4654,,158
767,Sierra Leone,2015-09-02, Total,13 639,,3953
768,Sierra Leone,2015-09-05, Confirmed,8699,,3587
769,Sierra Leone,2015-09-05, Probable,287,,208
770,Sierra Leone,2015-09-05, Total,13 670,,3953
771,Sierra Leone,2015-09-05, Suspected,4684,,158
772,Sierra Leone,2015-09-06, Confirmed,8699,2,3587
773,Sierra Leone,2015-09-06, Probable,287,Not reported.,208
774,Sierra Leone,2015-09-06, Suspected,4697,Not reported.,158
775,Sierra Leone,2015-09-06, Total,13 683,,3953
776,Sierra Leone,2015-09-06, Suspected,4697,,158
777,Sierra Leone,2015-09-06, Probable,287,,208
778,Sierra Leone,2015-09-06, Confirmed,8699,,3587
779,Sierra Leone,2015-09-06, Total,13 683,2,3953
780,Sierra Leone,2015-09-08, Probable,287,,208
781,Sierra Leone,2015-09-08, Total,13 697,,3953
782,Sierra Leone,2015-09-08, Confirmed,8702,,3587
783,Sierra Leone,2015-09-08, Suspected,4708,,158
784,Sierra Leone,2015-09-09, Confirmed,8703,,3587
785,Sierra Leone,2015-09-09, Probable,287,,208
786,Sierra Leone,2015-09-09, Total,13 701,,3953
787,Sierra Leone,2015-09-09, Suspected,4711,,158
788,Sierra Leone,2015-09-12, Probable,287,,208
789,Sierra Leone,2015-09-12, Confirmed,8703,,3587
790,Sierra Leone,2015-09-12, Suspected,4757,,158
791,Sierra Leone,2015-09-12, Total,13 747,,3953
792,Sierra Leone,2015-09-13, Total,13 756,,3953
793,Sierra Leone,2015-09-13, Probable,287,,208
794,Sierra Leone,2015-09-13, Suspected,4765,,158
795,Sierra Leone,2015-09-13, Confirmed,8704,7,3587
796,Sierra Leone,2015-09-13, Probable,287,Not reported.,208
797,Sierra Leone,2015-09-13, Suspected,4765,Not reported.,158
798,Sierra Leone,2015-09-13, Total,13 756,7,3953
799,Sierra Leone,2015-09-13, Confirmed,8704,,3587
800,Sierra Leone,2015-09-15, Total,13 779,,3955
801,Sierra Leone,2015-09-15, Probable,287,,208
802,Sierra Leone,2015-09-15, Confirmed,8704,,3589
803,Sierra Leone,2015-09-15, Suspected,4788,,158
804,Sierra Leone,2015-09-16, Probable,287,,208
805,Sierra Leone,2015-09-16, Confirmed,8704,,3589
806,Sierra Leone,2015-09-16, Total,13 785,,3955
807,Sierra Leone,2015-09-16, Suspected,4794,,158
808,Sierra Leone,2015-09-19, Total,13 811,,3955
809,Sierra Leone,2015-09-19, Confirmed,8704,,3589
810,Sierra Leone,2015-09-19, Probable,287,,208
811,Sierra Leone,2015-09-19, Suspected,4820,,158
812,Sierra Leone,2015-09-20, Confirmed,8704,6,3589
813,Sierra Leone,2015-09-20, Probable,287,Not reported.,208
814,Sierra Leone,2015-09-20, Total,13 823,,3955
815,Sierra Leone,2015-09-20, Probable,287,,208
816,Sierra Leone,2015-09-20, Total,13 823,6,3955
817,Sierra Leone,2015-09-20, Confirmed,8704,,3589
818,Sierra Leone,2015-09-20, Suspected,4832,Not reported.,158
819,Sierra Leone,2015-09-20, Suspected,4832,,158
820,Sierra Leone,2015-09-22, Confirmed,8704,,3589
821,Sierra Leone,2015-09-22, Probable,287,,208
822,Sierra Leone,2015-09-22, Suspected,4855,,158
823,Sierra Leone,2015-09-22, Total,13 846,,3955
824,Sierra Leone,2015-09-23, Confirmed,8704,,3589
825,Sierra Leone,2015-09-23, Probable,287,,208
826,Sierra Leone,2015-09-23, Suspected,4864,,158
827,Sierra Leone,2015-09-23, Total,13 855,,3955
828,Sierra Leone,2015-09-26, Total,13 894,,3955
829,Sierra Leone,2015-09-26, Suspected,4903,,158
830,Sierra Leone,2015-09-26, Probable,287,,208
831,Sierra Leone,2015-09-26, Confirmed,8704,,3589
832,Sierra Leone,2015-09-27, Probable,287,Not reported.,208
833,Sierra Leone,2015-09-27, Suspected,4920,Not reported.,158
834,Sierra Leone,2015-09-27, Probable,287,,208
835,Sierra Leone,2015-09-27, Total,13 911,5,3955
836,Sierra Leone,2015-09-27, Total,13 911,,3955
837,Sierra Leone,2015-09-27, Confirmed,8704,5,3589
838,Sierra Leone,2015-09-27, Confirmed,8704,,3589
839,Sierra Leone,2015-09-27, Suspected,4920,,158
840,Sierra Leone,2015-09-29, Confirmed,8704,,3589
841,Sierra Leone,2015-09-29, Probable,287,,208
842,Sierra Leone,2015-09-29, Suspected,4937,,158
843,Sierra Leone,2015-09-29, Total,13 928,,3955
844,Sierra Leone,2015-09-30, Total,13 931,,3955
845,Sierra Leone,2015-09-30, Suspected,4940,,158
846,Sierra Leone,2015-09-30, Probable,287,,208
847,Sierra Leone,2015-09-30, Confirmed,8704,,3589
848,Sierra Leone,2015-10-03, Probable,287,,208
849,Sierra Leone,2015-10-03, Confirmed,8704,,3589
850,Sierra Leone,2015-10-03, Suspected,4950,,158
851,Sierra Leone,2015-10-03, Total,13 941,,3955
852,Sierra Leone,2015-10-04, Probable,287,,208
853,Sierra Leone,2015-10-04, Suspected,4954,,158
854,Sierra Leone,2015-10-04, Total,13 945,,3955
855,Sierra Leone,2015-10-04, Probable,287,Not reported.,208
856,Sierra Leone,2015-10-04, Suspected,4954,Not reported.,158
857,Sierra Leone,2015-10-04, Confirmed,8704,,3589
858,Sierra Leone,2015-10-04, Total,13 945,0,3955
859,Sierra Leone,2015-10-04, Confirmed,8704,0,3589
860,Sierra Leone,2015-10-06, Probable,287,,208
861,Sierra Leone,2015-10-06, Confirmed,8704,,3589
862,Sierra Leone,2015-10-06, Total,13 956,,3955
863,Sierra Leone,2015-10-06, Suspected,4965,,158
864,Sierra Leone,2015-10-07, Suspected,4966,,158
865,Sierra Leone,2015-10-07, Confirmed,8704,,3589
866,Sierra Leone,2015-10-07, Total,13 957,,3955
867,Sierra Leone,2015-10-07, Probable,287,,208
868,Sierra Leone,2015-10-10, Confirmed,8704,,3589
869,Sierra Leone,2015-10-10, Probable,287,,208
870,Sierra Leone,2015-10-10, Total,13 978,,3955
871,Sierra Leone,2015-10-10, Suspected,4987,,158
872,Sierra Leone,2015-10-11, Confirmed,8704,0,3589
873,Sierra Leone,2015-10-11, Confirmed,8704,,3589
874,Sierra Leone,2015-10-11, Probable,287,,208
875,Sierra Leone,2015-10-11, Suspected,4991,,158
876,Sierra Leone,2015-10-11, Suspected,4991,Not reported.,158
877,Sierra Leone,2015-10-11, Total,13 982,0,3955
878,Sierra Leone,2015-10-11, Total,13 982,,3955
879,Sierra Leone,2015-10-11, Probable,287,Not reported.,208
880,Sierra Leone,2015-10-13, Probable,287,,208
881,Sierra Leone,2015-10-13, Confirmed,8704,,3589
882,Sierra Leone,2015-10-13, Suspected,5001,,158
883,Sierra Leone,2015-10-13, Total,13 992,,3955
884,Sierra Leone,2015-10-14, Probable,287,,208
885,Sierra Leone,2015-10-14, Suspected,5001,,158
886,Sierra Leone,2015-10-14, Total,13 992,,3955
887,Sierra Leone,2015-10-14, Confirmed,8704,,3589
888,Sierra Leone,2015-10-17, Total,13 999,,3955
889,Sierra Leone,2015-10-17, Suspected,5008,,158
890,Sierra Leone,2015-10-17, Probable,287,,208
891,Sierra Leone,2015-10-17, Confirmed,8704,,3589
892,Sierra Leone,2015-10-18, Probable,287,,208
893,Sierra Leone,2015-10-18, Total,14 001,0,3955
894,Sierra Leone,2015-10-18, Confirmed,8704,,3589
895,Sierra Leone,2015-10-18, Suspected,5010,Not reported.,158
896,Sierra Leone,2015-10-18, Suspected,5010,,158
897,Sierra Leone,2015-10-18, Confirmed,8704,0,3589
898,Sierra Leone,2015-10-18, Total,14 001,,3955
899,Sierra Leone,2015-10-18, Probable,287,Not reported.,208
900,Sierra Leone,2015-10-20, Confirmed,8704,,3589
901,Sierra Leone,2015-10-20, Total,14 031,,3955
902,Sierra Leone,2015-10-20, Probable,287,,208
903,Sierra Leone,2015-10-20, Suspected,5040,,158
904,Sierra Leone,2015-10-21, Total,14 038,,3955
905,Sierra Leone,2015-10-21, Suspected,5047,,158
906,Sierra Leone,2015-10-21, Probable,287,,208
907,Sierra Leone,2015-10-21, Confirmed,8704,,3589
908,Sierra Leone,2015-10-24, Confirmed,8704,,3589
909,Sierra Leone,2015-10-24, Probable,287,,208
910,Sierra Leone,2015-10-24, Total,14 052,,3955
911,Sierra Leone,2015-10-24, Suspected,5061,,158
912,Sierra Leone,2015-10-25, Confirmed,8704,0,3589
913,Sierra Leone,2015-10-25, Probable,287,,208
914,Sierra Leone,2015-10-25, Confirmed,8704,,3589
915,Sierra Leone,2015-10-25, Total,14 061,0,3955
916,Sierra Leone,2015-10-25, Suspected,5070,Not reported.,158
917,Sierra Leone,2015-10-25, Probable,287,Not reported.,208
918,Sierra Leone,2015-10-25, Total,14 061,,3955
919,Sierra Leone,2015-10-25, Suspected,5070,,158
920,Sierra Leone,2015-10-27, Total,14 066,,3955
921,Sierra Leone,2015-10-27, Suspected,5075,,158
922,Sierra Leone,2015-10-27, Probable,287,,208
923,Sierra Leone,2015-10-27, Confirmed,8704,,3589
924,Sierra Leone,2015-10-28, Confirmed,8704,,3589
925,Sierra Leone,2015-10-28, Suspected,5076,,158
926,Sierra Leone,2015-10-28, Probable,287,,208
927,Sierra Leone,2015-10-28, Total,14 067,,3955
928,Sierra Leone,2015-10-31, Probable,287,,208
929,Sierra Leone,2015-10-31, Confirmed,8704,,3589
930,Sierra Leone,2015-10-31, Suspected,5087,,158
931,Sierra Leone,2015-10-31, Total,14 078,,3955
932,Sierra Leone,2015-11-01, Total,14 089,,3955
933,Sierra Leone,2015-11-01, Confirmed,8704,,3589
934,Sierra Leone,2015-11-01, Total,14 089,0,3955
935,Sierra Leone,2015-11-01, Suspected,5098,,158
936,Sierra Leone,2015-11-01, Probable,287,,208
937,Sierra Leone,2015-11-01, Suspected,5098,Not reported.,158
938,Sierra Leone,2015-11-01, Probable,287,Not reported.,208
939,Sierra Leone,2015-11-01, Confirmed,8704,0,3589
940,Sierra Leone,2015-11-03, Suspected,5113,,158
941,Sierra Leone,2015-11-03, Confirmed,8704,,3589
942,Sierra Leone,2015-11-03, Probable,287,,208
943,Sierra Leone,2015-11-03, Total,14 104,,3955
944,Sierra Leone,2015-11-04, Suspected,5118,,158
945,Sierra Leone,2015-11-04, Confirmed,8704,,3589
946,Sierra Leone,2015-11-04, Total,14 109,,3955
947,Sierra Leone,2015-11-04, Probable,287,,208
948,Sierra Leone,2015-11-07, Total,14 122,,3955
949,Sierra Leone,2015-11-07, Suspected,5131,-,158
950,Sierra Leone,2015-11-07, Suspected,5131,-,158
951,Sierra Leone,2015-11-07, Probable,287,-,208
952,Sierra Leone,2015-11-07, Probable,287,-,208
953,Sierra Leone,2015-11-07, Probable,287,,208
954,Sierra Leone,2015-11-07, Confirmed,8704,,3589
955,Sierra Leone,2015-11-07, Total,14 122,0,3955
956,Sierra Leone,2015-11-07, Suspected,5131,Not reported.,158
957,Sierra Leone,2015-11-07, Probable,287,Not reported.,208
958,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
959,Sierra Leone,2015-11-07, Total,14 122,-,3955
960,Sierra Leone,2015-11-07, Total,14 122,-,3955
961,Sierra Leone,2015-11-07, Suspected,5131,,158
962,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
963,Sierra Leone,2015-11-07, Confirmed,8704,0,3589
964,Sierra Leone,2015-11-07, Suspected,5131,,158
965,Sierra Leone,2015-11-07, Confirmed,8704,-,3589
966,Sierra Leone,2015-11-07, Probable,287,-,208
967,Sierra Leone,2015-11-07, Suspected,5131,-,158
968,Sierra Leone,2015-11-07, Total,14 122,-,3955
969,Sierra Leone,2015-11-07, Total,14 122,,3955
