Virus,Region,Sub-region,Date,Type,Case Number,Comments
Ebolavirus,Africa, Guinea,2015-10-22,Confirmed,3801,
Ebolavirus,Africa, Guinea,2015-10-22,Deaths,2535,
Ebolavirus,Africa, Guinea,2015-10-23,Confirmed,3801,
Ebolavirus,Africa, Guinea,2015-10-23,Deaths,2535,
Ebolavirus,Africa, Guinea,2015-10-26,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-10-26,Deaths,2535,
Ebolavirus,Africa, Guinea,2015-10-27,Confirmed,3806,
Ebolavirus,Africa, Guinea,2015-10-27,Deaths,2535,
Ebolavirus,Africa, Guinea,2015-10-29,Confirmed,3808,
Ebolavirus,Africa, Guinea,2015-10-29,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-10-30,Confirmed,3808,
Ebolavirus,Africa, Guinea,2015-10-30,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-02,Confirmed,3808,
Ebolavirus,Africa, Guinea,2015-11-02,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-03,Confirmed,3810,
Ebolavirus,Africa, Guinea,2015-11-03,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-05,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-11-05,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-06,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-11-06,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-09,Confirmed,3806,
Ebolavirus,Africa, Guinea,2015-11-09,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-10,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-11-10,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-12,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-11-12,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-16,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-11-16,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-17,Confirmed,3404,
Ebolavirus,Africa, Guinea,2015-11-17,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-18,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-18,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-19,Confirmed,3806,
Ebolavirus,Africa, Guinea,2015-11-19,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-20,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-20,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-23,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-23,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-24,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-24,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-25,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-25,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-26,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-26,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-27,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-27,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-11-30,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-11-30,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-01,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-01,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-02,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-02,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-03,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-12-03,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-04,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-12-04,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-07,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-07,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-08,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-08,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-09,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-09,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-10,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-10,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-11,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-11,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-14,Confirmed,3806,
Ebolavirus,Africa, Guinea,2015-12-14,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-15,Confirmed,3807,
Ebolavirus,Africa, Guinea,2015-12-15,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-16,Confirmed,3807,
Ebolavirus,Africa, Guinea,2015-12-16,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-17,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-12-17,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-18,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-18,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-21,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-21,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-22,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-22,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-23,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-23,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-24,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-24,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-25,Confirmed,3805,
Ebolavirus,Africa, Guinea,2015-12-25,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-28,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-28,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-29,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-29,Deaths,2536,
Ebolavirus,Africa, Guinea,2015-12-30,Confirmed,3804,
Ebolavirus,Africa, Guinea,2015-12-30,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-01-06,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-01-06,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-01-13,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-01-13,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-01-20,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-01-20,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-01-27,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-01-27,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-02-03,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-02-03,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-02-10,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-02-10,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-02-17,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-02-17,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-03-03,Confirmed,3804,
Ebolavirus,Africa, Guinea,2016-03-03,Deaths,2536,
Ebolavirus,Africa, Guinea,2016-03-23,Confirmed,3809,
Ebolavirus,Africa, Guinea,2016-03-23,Deaths,2540,
Ebolavirus,Africa, Guinea,2016-03-30,Confirmed,3811,
Ebolavirus,Africa, Guinea,2016-03-30,Deaths,2543,
Ebolavirus,Africa, Guinea,2016-04-13,Confirmed,3814,
Ebolavirus,Africa, Guinea,2016-04-13,Deaths,2544,
Ebolavirus,Africa, Liberia,2014-03-25,Confirmed,0,
Ebolavirus,Africa, Liberia,2014-03-25,Deaths,0,
Ebolavirus,Africa, Liberia,2014-03-26,Confirmed,0,
Ebolavirus,Africa, Liberia,2014-03-26,Deaths,0,
Ebolavirus,Africa, Liberia,2014-03-27,Confirmed,8,
Ebolavirus,Africa, Liberia,2014-03-27,Deaths,6,
Ebolavirus,Africa, Liberia,2014-03-31,Confirmed,8,
Ebolavirus,Africa, Liberia,2014-03-31,Deaths,6,
Ebolavirus,Africa, Liberia,2014-04-01,Confirmed,8,
Ebolavirus,Africa, Liberia,2014-04-01,Deaths,2,
Ebolavirus,Africa, Liberia,2014-04-02,Confirmed,8,
Ebolavirus,Africa, Liberia,2014-04-02,Deaths,5,
Ebolavirus,Africa, Liberia,2014-04-07,Confirmed,18,
Ebolavirus,Africa, Liberia,2014-04-07,Deaths,7,
Ebolavirus,Africa, Liberia,2014-04-10,Confirmed,22,
Ebolavirus,Africa, Liberia,2014-04-10,Deaths,14,
Ebolavirus,Africa, Liberia,2014-04-17,Confirmed,27,
Ebolavirus,Africa, Liberia,2014-04-17,Deaths,13,
Ebolavirus,Africa, Liberia,2014-04-21,Confirmed,27,
Ebolavirus,Africa, Liberia,2014-04-21,Deaths,13,
Ebolavirus,Africa, Liberia,2014-04-23,Confirmed,34,
Ebolavirus,Africa, Liberia,2014-04-23,Deaths,11,
Ebolavirus,Africa, Liberia,2014-04-30,Confirmed,13,
Ebolavirus,Africa, Liberia,2014-04-30,Deaths,11,
Ebolavirus,Africa, Liberia,2014-05-05,Confirmed,13,
Ebolavirus,Africa, Liberia,2014-05-05,Deaths,11,
Ebolavirus,Africa, Liberia,2014-05-14,Confirmed,12,
Ebolavirus,Africa, Liberia,2014-05-14,Deaths,11,
Ebolavirus,Africa, Liberia,2014-05-23,Confirmed,12,
Ebolavirus,Africa, Liberia,2014-05-23,Deaths,9,
Ebolavirus,Africa, Liberia,2014-05-27,Confirmed,12,
Ebolavirus,Africa, Liberia,2014-05-27,Deaths,9,
Ebolavirus,Africa, Liberia,2014-05-28,Confirmed,12,
Ebolavirus,Africa, Liberia,2014-05-28,Deaths,9,
Ebolavirus,Africa, Liberia,2014-06-02,Confirmed,13,
Ebolavirus,Africa, Liberia,2014-06-02,Deaths,9,
Ebolavirus,Africa, Liberia,2014-06-05,Confirmed,13,
Ebolavirus,Africa, Liberia,2014-06-05,Deaths,9,
Ebolavirus,Africa, Liberia,2014-06-10,Confirmed,15,
Ebolavirus,Africa, Liberia,2014-06-10,Deaths,10,
Ebolavirus,Africa, Liberia,2014-06-11,Confirmed,15,
Ebolavirus,Africa, Liberia,2014-06-11,Deaths,10,
Ebolavirus,Africa, Liberia,2014-06-18,Confirmed,33,
Ebolavirus,Africa, Liberia,2014-06-18,Deaths,24,
Ebolavirus,Africa, Liberia,2014-06-24,Confirmed,51,
Ebolavirus,Africa, Liberia,2014-06-24,Deaths,34,
Ebolavirus,Africa, Liberia,2014-07-02,Confirmed,107,
Ebolavirus,Africa, Liberia,2014-07-02,Deaths,65,
Ebolavirus,Africa, Liberia,2014-07-07,Confirmed,115,
Ebolavirus,Africa, Liberia,2014-07-07,Deaths,75,
Ebolavirus,Africa, Liberia,2014-07-08,Confirmed,131,
Ebolavirus,Africa, Liberia,2014-07-08,Deaths,84,
Ebolavirus,Africa, Liberia,2014-07-14,Confirmed,142,
Ebolavirus,Africa, Liberia,2014-07-14,Deaths,88,
Ebolavirus,Africa, Liberia,2014-07-16,Confirmed,172,
Ebolavirus,Africa, Liberia,2014-07-16,Deaths,105,
Ebolavirus,Africa, Liberia,2014-07-21,Confirmed,196,
Ebolavirus,Africa, Liberia,2014-07-21,Deaths,116,
Ebolavirus,Africa, Liberia,2014-07-24,Confirmed,224,
Ebolavirus,Africa, Liberia,2014-07-24,Deaths,127,
Ebolavirus,Africa, Liberia,2014-07-28,Confirmed,249,
Ebolavirus,Africa, Liberia,2014-07-28,Deaths,129,
Ebolavirus,Africa, Liberia,2014-07-31,Confirmed,329,
Ebolavirus,Africa, Liberia,2014-07-31,Deaths,156,
Ebolavirus,Africa, Liberia,2014-08-03,Confirmed,391,
Ebolavirus,Africa, Liberia,2014-08-03,Deaths,227,
Ebolavirus,Africa, Liberia,2014-08-04,Confirmed,486,
Ebolavirus,Africa, Liberia,2014-08-04,Deaths,255,
Ebolavirus,Africa, Liberia,2014-08-08,Confirmed,554,
Ebolavirus,Africa, Liberia,2014-08-08,Deaths,294,
Ebolavirus,Africa, Liberia,2014-08-12,Confirmed,599,
Ebolavirus,Africa, Liberia,2014-08-12,Deaths,323,
Ebolavirus,Africa, Liberia,2014-08-13,Confirmed,670,
Ebolavirus,Africa, Liberia,2014-08-13,Deaths,355,
Ebolavirus,Africa, Liberia,2014-08-15,Confirmed,786,
Ebolavirus,Africa, Liberia,2014-08-15,Deaths,348,
Ebolavirus,Africa, Liberia,2014-08-19,Confirmed,834,
Ebolavirus,Africa, Liberia,2014-08-19,Deaths,466,
Ebolavirus,Africa, Liberia,2014-08-21,Confirmed,972,
Ebolavirus,Africa, Liberia,2014-08-21,Deaths,576,
Ebolavirus,Africa, Liberia,2014-08-22,Confirmed,1082,
Ebolavirus,Africa, Liberia,2014-08-22,Deaths,624,
Ebolavirus,Africa, Liberia,2014-08-28,Confirmed,1378,
Ebolavirus,Africa, Liberia,2014-08-28,Deaths,694,
Ebolavirus,Africa, Liberia,2014-09-06,Confirmed,1871,
Ebolavirus,Africa, Liberia,2014-09-06,Deaths,1089,
Ebolavirus,Africa, Liberia,2014-09-08,Confirmed,2046,
Ebolavirus,Africa, Liberia,2014-09-08,Deaths,1224,
Ebolavirus,Africa, Liberia,2014-09-12,Confirmed,2081,
Ebolavirus,Africa, Liberia,2014-09-12,Deaths,1137,
Ebolavirus,Africa, Liberia,2014-09-16,Confirmed,2407,
Ebolavirus,Africa, Liberia,2014-09-16,Deaths,1296,
Ebolavirus,Africa, Liberia,2014-09-18,Confirmed,2710,
Ebolavirus,Africa, Liberia,2014-09-18,Deaths,1459,
Ebolavirus,Africa, Liberia,2014-09-22,Confirmed,3022,
Ebolavirus,Africa, Liberia,2014-09-22,Deaths,1578,
Ebolavirus,Africa, Liberia,2014-09-24,Confirmed,3280,
Ebolavirus,Africa, Liberia,2014-09-24,Deaths,1677,
Ebolavirus,Africa, Liberia,2014-09-26,Confirmed,3458,
Ebolavirus,Africa, Liberia,2014-09-26,Deaths,1830,
Ebolavirus,Africa, Liberia,2014-10-01,Confirmed,3696,
Ebolavirus,Africa, Liberia,2014-10-01,Deaths,1998,
Ebolavirus,Africa, Liberia,2014-10-03,Confirmed,3834,
Ebolavirus,Africa, Liberia,2014-10-03,Deaths,2069,
Ebolavirus,Africa, Liberia,2014-10-08,Confirmed,3924,
Ebolavirus,Africa, Liberia,2014-10-08,Deaths,2210,
Ebolavirus,Africa, Liberia,2014-10-10,Confirmed,4076,
Ebolavirus,Africa, Liberia,2014-10-10,Deaths,2316,
Ebolavirus,Africa, Liberia,2014-10-15,Confirmed,4249,
Ebolavirus,Africa, Liberia,2014-10-15,Deaths,2458,
Ebolavirus,Africa, Liberia,2014-10-17,Confirmed,4262,
Ebolavirus,Africa, Liberia,2014-10-17,Deaths,2484,
Ebolavirus,Africa, Liberia,2014-10-22,Confirmed,4665,
Ebolavirus,Africa, Liberia,2014-10-22,Deaths,2705,
Ebolavirus,Africa, Liberia,2014-10-25,Confirmed,4665,
Ebolavirus,Africa, Liberia,2014-10-25,Deaths,2705,
Ebolavirus,Africa, Liberia,2014-10-29,Confirmed,6535,
Ebolavirus,Africa, Liberia,2014-10-29,Deaths,2413,
Ebolavirus,Africa, Liberia,2014-10-31,Confirmed,6535,
Ebolavirus,Africa, Liberia,2014-10-31,Deaths,2413,
Ebolavirus,Africa, Liberia,2014-11-05,Confirmed,6525,
Ebolavirus,Africa, Liberia,2014-11-05,Deaths,2697,
Ebolavirus,Africa, Liberia,2014-11-07,Confirmed,6619,
Ebolavirus,Africa, Liberia,2014-11-07,Deaths,2766,
Ebolavirus,Africa, Liberia,2014-11-12,Confirmed,6822,
Ebolavirus,Africa, Liberia,2014-11-12,Deaths,2836,
Ebolavirus,Africa, Liberia,2014-11-14,Confirmed,6878,
Ebolavirus,Africa, Liberia,2014-11-14,Deaths,2812,
Ebolavirus,Africa, Liberia,2014-11-19,Confirmed,7069,
Ebolavirus,Africa, Liberia,2014-11-19,Deaths,2964,
Ebolavirus,Africa, Liberia,2014-11-21,Confirmed,7082,
Ebolavirus,Africa, Liberia,2014-11-21,Deaths,2963,
Ebolavirus,Africa, Liberia,2014-11-26,Confirmed,7168,
Ebolavirus,Africa, Liberia,2014-11-26,Deaths,3016,
Ebolavirus,Africa, Liberia,2014-11-28,Confirmed,7635,
Ebolavirus,Africa, Liberia,2014-11-28,Deaths,3145,
Ebolavirus,Africa, Liberia,2014-12-03,Confirmed,7635,
Ebolavirus,Africa, Liberia,2014-12-03,Deaths,3145,
Ebolavirus,Africa, Liberia,2014-12-10,Confirmed,7719,
Ebolavirus,Africa, Liberia,2014-12-10,Deaths,3177,
Ebolavirus,Africa, Liberia,2014-12-17,Confirmed,7797,
Ebolavirus,Africa, Liberia,2014-12-17,Deaths,3290,
Ebolavirus,Africa, Liberia,2014-12-24,Confirmed,7862,
Ebolavirus,Africa, Liberia,2014-12-24,Deaths,3384,
Ebolavirus,Africa, Liberia,2014-12-31,Confirmed,8018,
Ebolavirus,Africa, Liberia,2014-12-31,Deaths,3423,
Ebolavirus,Africa, Liberia,2015-01-07,Confirmed,8157,
Ebolavirus,Africa, Liberia,2015-01-07,Deaths,3496,
Ebolavirus,Africa, Liberia,2015-01-14,Confirmed,8331,
Ebolavirus,Africa, Liberia,2015-01-14,Deaths,3538,
Ebolavirus,Africa, Liberia,2015-01-21,Confirmed,8478,
Ebolavirus,Africa, Liberia,2015-01-21,Deaths,3605,
Ebolavirus,Africa, Liberia,2015-01-28,Confirmed,8622,
Ebolavirus,Africa, Liberia,2015-01-28,Deaths,3686,
Ebolavirus,Africa, Liberia,2015-02-04,Confirmed,8745,
Ebolavirus,Africa, Liberia,2015-02-04,Deaths,3746,
Ebolavirus,Africa, Liberia,2015-02-11,Confirmed,8881,
Ebolavirus,Africa, Liberia,2015-02-11,Deaths,3826,
Ebolavirus,Africa, Liberia,2015-02-18,Confirmed,9007,
Ebolavirus,Africa, Liberia,2015-02-18,Deaths,3900,
Ebolavirus,Africa, Liberia,2015-02-25,Confirmed,9238,
Ebolavirus,Africa, Liberia,2015-02-25,Deaths,4037,
Ebolavirus,Africa, Liberia,2015-03-04,Confirmed,9249,
Ebolavirus,Africa, Liberia,2015-03-04,Deaths,4117,
Ebolavirus,Africa, Liberia,2015-03-11,Confirmed,9343,
Ebolavirus,Africa, Liberia,2015-03-11,Deaths,4162,
Ebolavirus,Africa, Liberia,2015-03-18,Confirmed,9526,
Ebolavirus,Africa, Liberia,2015-03-18,Deaths,4264,
Ebolavirus,Africa, Liberia,2015-03-25,Confirmed,9602,
Ebolavirus,Africa, Liberia,2015-03-25,Deaths,4301,
Ebolavirus,Africa, Liberia,2015-03-26,Confirmed,9602,
Ebolavirus,Africa, Liberia,2015-03-26,Deaths,4301,
Ebolavirus,Africa, Liberia,2015-03-27,Confirmed,9602,
Ebolavirus,Africa, Liberia,2015-03-27,Deaths,4301,
Ebolavirus,Africa, Liberia,2015-03-30,Confirmed,9602,
Ebolavirus,Africa, Liberia,2015-03-30,Deaths,4301,
Ebolavirus,Africa, Liberia,2015-03-31,Confirmed,9712,
Ebolavirus,Africa, Liberia,2015-03-31,Deaths,4332,
Ebolavirus,Africa, Liberia,2015-04-01,Confirmed,9712,
Ebolavirus,Africa, Liberia,2015-04-01,Deaths,4332,
Ebolavirus,Africa, Liberia,2015-04-02,Confirmed,9712,
Ebolavirus,Africa, Liberia,2015-04-02,Deaths,4332,
Ebolavirus,Africa, Liberia,2015-04-07,Confirmed,9862,
Ebolavirus,Africa, Liberia,2015-04-07,Deaths,4408,
Ebolavirus,Africa, Liberia,2015-04-08,Confirmed,9862,
Ebolavirus,Africa, Liberia,2015-04-08,Deaths,4408,
Ebolavirus,Africa, Liberia,2015-04-09,Confirmed,9862,
Ebolavirus,Africa, Liberia,2015-04-09,Deaths,4408,
Ebolavirus,Africa, Liberia,2015-04-10,Confirmed,9862,
Ebolavirus,Africa, Liberia,2015-04-10,Deaths,4408,
Ebolavirus,Africa, Liberia,2015-04-13,Confirmed,9862,
Ebolavirus,Africa, Liberia,2015-04-13,Deaths,4408,
Ebolavirus,Africa, Liberia,2015-04-14,Confirmed,9862,
Ebolavirus,Africa, Liberia,2015-04-14,Deaths,4408,
Ebolavirus,Africa, Liberia,2015-04-15,Confirmed,10042,
Ebolavirus,Africa, Liberia,2015-04-15,Deaths,4486,
Ebolavirus,Africa, Liberia,2015-04-16,Confirmed,10042,
Ebolavirus,Africa, Liberia,2015-04-16,Deaths,4486,
Ebolavirus,Africa, Liberia,2015-04-17,Confirmed,10042,
Ebolavirus,Africa, Liberia,2015-04-17,Deaths,4486,
Ebolavirus,Africa, Liberia,2015-04-18,Confirmed,10042,
Ebolavirus,Africa, Liberia,2015-04-18,Deaths,4486,
Ebolavirus,Africa, Liberia,2015-04-19,Confirmed,10212,
Ebolavirus,Africa, Liberia,2015-04-19,Confirmed,10042,
Ebolavirus,Africa, Liberia,2015-04-19,Deaths,4573,
Ebolavirus,Africa, Liberia,2015-04-19,Deaths,4486,
Ebolavirus,Africa, Liberia,2015-04-21,Confirmed,10212,
Ebolavirus,Africa, Liberia,2015-04-21,Deaths,4573,
Ebolavirus,Africa, Liberia,2015-04-22,Confirmed,10212,
Ebolavirus,Africa, Liberia,2015-04-22,Deaths,4573,
Ebolavirus,Africa, Liberia,2015-04-24,Confirmed,10212,
Ebolavirus,Africa, Liberia,2015-04-24,Deaths,4573,
Ebolavirus,Africa, Liberia,2015-04-26,Confirmed,10322,
Ebolavirus,Africa, Liberia,2015-04-26,Deaths,4608,
Ebolavirus,Africa, Liberia,2015-04-28,Confirmed,10322,
Ebolavirus,Africa, Liberia,2015-04-28,Deaths,4608,
Ebolavirus,Africa, Liberia,2015-04-29,Confirmed,10322,
Ebolavirus,Africa, Liberia,2015-04-29,Deaths,4608,
Ebolavirus,Africa, Liberia,2015-05-02,Confirmed,10322,
Ebolavirus,Africa, Liberia,2015-05-02,Deaths,4608,
Ebolavirus,Africa, Liberia,2015-05-03,Confirmed,10564,
Ebolavirus,Africa, Liberia,2015-05-03,Confirmed,10507,
Ebolavirus,Africa, Liberia,2015-05-03,Deaths,4716,
Ebolavirus,Africa, Liberia,2015-05-03,Deaths,4691,
Ebolavirus,Africa, Liberia,2015-05-05,Confirmed,10564,
Ebolavirus,Africa, Liberia,2015-05-05,Deaths,4716,
Ebolavirus,Africa, Liberia,2015-05-06,Confirmed,10564,
Ebolavirus,Africa, Liberia,2015-05-06,Deaths,4716,
Ebolavirus,Africa, Liberia,2015-05-09,Confirmed,10604,
Ebolavirus,Africa, Liberia,2015-05-09,Deaths,4769,
Ebolavirus,Africa, Liberia,2015-05-10,Confirmed,10604,
Ebolavirus,Africa, Liberia,2015-05-10,Deaths,4769,
Ebolavirus,Africa, Liberia,2015-05-12,Confirmed,10604,
Ebolavirus,Africa, Liberia,2015-05-12,Deaths,4769,
Ebolavirus,Africa, Liberia,2015-05-13,Confirmed,10604,
Ebolavirus,Africa, Liberia,2015-05-13,Deaths,4769,
Ebolavirus,Africa, Liberia,2015-05-16,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-16,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-19,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-19,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-20,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-20,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-24,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-24,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-26,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-26,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-27,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-27,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-30,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-30,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-05-31,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-05-31,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-04,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-04,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-05,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-05,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-06,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-06,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-07,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-07,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-09,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-09,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-10,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-10,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-13,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-13,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-14,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-14,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-16,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-16,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-17,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-17,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-21,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-21,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-23,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-23,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-24,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-24,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-29,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-29,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-30,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-30,Confirmed,10666,
Ebolavirus,Africa, Liberia,2015-06-30,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-06-30,Deaths,4806,
Ebolavirus,Africa, Liberia,2015-07-03,Confirmed,10706,
Ebolavirus,Africa, Liberia,2015-07-03,Deaths,4811,
Ebolavirus,Africa, Liberia,2015-07-04,Confirmed,10670,
Ebolavirus,Africa, Liberia,2015-07-04,Deaths,4807,
Ebolavirus,Africa, Liberia,2015-07-05,Confirmed,10670,
Ebolavirus,Africa, Liberia,2015-07-05,Deaths,4807,
Ebolavirus,Africa, Liberia,2015-07-08,Confirmed,10670,
Ebolavirus,Africa, Liberia,2015-07-08,Deaths,4807,
Ebolavirus,Africa, Liberia,2015-07-09,Confirmed,10672,
Ebolavirus,Africa, Liberia,2015-07-09,Deaths,4807,
Ebolavirus,Africa, Liberia,2015-07-10,Confirmed,10672,
Ebolavirus,Africa, Liberia,2015-07-10,Deaths,4807,
Ebolavirus,Africa, Liberia,2015-07-13,Confirmed,10672,
Ebolavirus,Africa, Liberia,2015-07-13,Deaths,4807,
Ebolavirus,Africa, Liberia,2015-07-14,Confirmed,10673,
Ebolavirus,Africa, Liberia,2015-07-14,Deaths,4808,
Ebolavirus,Africa, Liberia,2015-07-15,Confirmed,10673,
Ebolavirus,Africa, Liberia,2015-07-15,Deaths,4808,
Ebolavirus,Africa, Liberia,2015-07-16,Confirmed,10672,
Ebolavirus,Africa, Liberia,2015-07-16,Deaths,4808,
Ebolavirus,Africa, Liberia,2015-07-17,Confirmed,10673,
