,Pandemic,Region,Year,Country,Domain,Sub-Domain,LoS_mean,LoS_low,LoS_high,mortality_rate,hopitalization_rate_mean,hopitalization_rate_low,hopitalization_rate_high,R0_mean,R0_low,R0_high,Object_Transmit,Blood_Transmit,Airborne,Vector_Transmit,Droplets_Transmit,latent_period_mean,latent_period_low,latent_period_high,incubation_period_mean,incubation_period_low,incubation_period_high,average_time_to_death_mean,average_time_to_death_low,average_time_to_death_high,average_time_to_discharge_mean,average_time_to_discharge_low,average_time_to_discharge_high
2136,Influenza,AMRO,2011,United States,Oregon,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2137,Influenza,AMRO,2011,United States,Pennsylvania,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2138,Influenza,AMRO,2011,United States,Rhode Island,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2139,Influenza,AMRO,2011,United States,South Carolina,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2140,Influenza,AMRO,2011,United States,South Dakota,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2141,Influenza,AMRO,2011,United States,Tennessee,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2142,Influenza,AMRO,2011,United States,Texas,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2143,Influenza,AMRO,2011,United States,Utah,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2144,Influenza,AMRO,2011,United States,Vermont,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2145,Influenza,AMRO,2011,United States,Virginia,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2146,Influenza,AMRO,2011,United States,Washington,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2147,Influenza,AMRO,2011,United States,West Virginia,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2148,Influenza,AMRO,2011,United States,Wisconsin,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2149,Influenza,AMRO,2011,United States,Wyoming,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2150,Influenza,EURO,2011,Uzbekistan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2151,Influenza,WPRO,2011,Niue,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2152,Influenza,SEARO,2011,Thailand,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2153,Influenza,SEARO,2011,Bhutan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2154,Influenza,WPRO,2011,Samoa,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2155,Influenza,WPRO,2011,Northern Mariana Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2156,Influenza,WPRO,2011,Solomon Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2157,Influenza,WPRO,2011,Wallis and Futuna,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2158,Influenza,WPRO,2011,Tonga,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2159,Influenza,AFRO,2011,Sierra Leone,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2160,Influenza,EURO,2011,Belarus,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2161,Influenza,AMRO,2011,United States,Virgin Islands,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2162,Influenza,AMRO,2012,American Samoa,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2163,Influenza,AMRO,2012,Antigua and Barbuda,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2164,Influenza,AMRO,2012,Argentina,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2165,Influenza,EURO,2012,Armenia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2166,Influenza,WPRO,2012,Australia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2167,Influenza,EURO,2012,Austria,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2168,Influenza,EURO,2012,Azerbaijan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2169,Influenza,AMRO,2012,Bahamas,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2170,Influenza,EMRO,2012,Bahrain,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2171,Influenza,AMRO,2012,Barbados,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2172,Influenza,EURO,2012,Belarus,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2173,Influenza,EURO,2012,Belgium,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2174,Influenza,AMRO,2012,Belize,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2175,Influenza,AMRO,2012,Bermuda,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2176,Influenza,SEARO,2012,Bhutan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2177,Influenza,AMRO,2012,Bonaire Sint Eustatius and Saba,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2178,Influenza,AMRO,2012,British Virgin Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2179,Influenza,AFRO,2012,Cameroon,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2180,Influenza,AMRO,2012,Cayman Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2181,Influenza,WPRO,2012,Cook Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2182,Influenza,EURO,2012,Croatia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2183,Influenza,AMRO,2012,Curacao,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2184,Influenza,EURO,2012,Cyprus,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2185,Influenza,EURO,2012,Czechia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2186,Influenza,EURO,2012,Denmark,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2187,Influenza,AMRO,2012,Dominica,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2188,Influenza,EURO,2012,Estonia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2189,Influenza,WPRO,2012,French Polynesia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2190,Influenza,EURO,2012,Georgia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2191,Influenza,EURO,2012,Greece,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2192,Influenza,AMRO,2012,Grenada,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2193,Influenza,WPRO,2012,Guam,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2194,Influenza,AMRO,2012,Guyana,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2195,Influenza,AMRO,2012,Honduras,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2196,Influenza,EURO,2012,Hungary,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2197,Influenza,EURO,2012,Iceland,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2198,Influenza,EURO,2012,Ireland,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2199,Influenza,EURO,2012,Israel,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2200,Influenza,EURO,2012,Italy,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2201,Influenza,EURO,2012,Kazakhstan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2202,Influenza,AFRO,2012,Kenya,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2203,Influenza,WPRO,2012,Kiribati,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2204,Influenza,EURO,2012,Kyrgyzstan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2205,Influenza,EURO,2012,Latvia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2206,Influenza,EURO,2012,Lithuania,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2207,Influenza,EURO,2012,Luxembourg,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2208,Influenza,EURO,2012,Malta,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2209,Influenza,WPRO,2012,Marshall Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2210,Influenza,WPRO,2012,Micronesia (country),,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2211,Influenza,EURO,2012,Moldova,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2212,Influenza,EURO,2012,Montenegro,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2213,Influenza,AMRO,2012,Montserrat,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2214,Influenza,EMRO,2012,Morocco,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2215,Influenza,WPRO,2012,Nauru,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2216,Influenza,WPRO,2012,New Caledonia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2217,Influenza,WPRO,2012,New Zealand,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2218,Influenza,AFRO,2012,Nigeria,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2219,Influenza,WPRO,2012,Niue,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2220,Influenza,WPRO,2012,Northern Mariana Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2221,Influenza,EURO,2012,Norway,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2222,Influenza,EMRO,2012,Oman,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2223,Influenza,EMRO,2012,Pakistan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2224,Influenza,WPRO,2012,Palau,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2225,Influenza,WPRO,2012,Papua New Guinea,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2226,Influenza,EURO,2012,Poland,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2227,Influenza,EURO,2012,Portugal,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2228,Influenza,EURO,2012,Romania,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2229,Influenza,EURO,2012,Russia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2230,Influenza,AMRO,2012,Saint Kitts and Nevis,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2231,Influenza,AMRO,2012,Saint Lucia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2232,Influenza,AMRO,2012,Saint Vincent and the Grenadines,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2233,Influenza,WPRO,2012,Samoa,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2234,Influenza,EURO,2012,Serbia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2235,Influenza,AFRO,2012,Sierra Leone,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2236,Influenza,WPRO,2012,Singapore,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2237,Influenza,AMRO,2012,Sint Maarten (Dutch part),,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2238,Influenza,EURO,2012,Slovakia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2239,Influenza,EURO,2012,Slovenia,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2240,Influenza,WPRO,2012,Solomon Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2241,Influenza,EURO,2012,Spain,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2242,Influenza,EURO,2012,Sweden,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2243,Influenza,EURO,2012,Switzerland,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2244,Influenza,EURO,2012,Tajikistan,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2245,Influenza,SEARO,2012,Thailand,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2246,Influenza,WPRO,2012,Tokelau,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2247,Influenza,WPRO,2012,Tonga,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2248,Influenza,AMRO,2012,Trinidad and Tobago,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2249,Influenza,EURO,2012,Turkey,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2250,Influenza,AMRO,2012,Turks and Caicos Islands,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2251,Influenza,WPRO,2012,Tuvalu,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2252,Influenza,EURO,2012,Ukraine,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2253,Influenza,EURO,2012,United Kingdom,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2254,Influenza,AMRO,2012,United States,,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2255,Influenza,AMRO,2012,United States,Alabama,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2256,Influenza,AMRO,2012,United States,Alaska,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2257,Influenza,AMRO,2012,United States,Arizona,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2258,Influenza,AMRO,2012,United States,Arkansas,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2259,Influenza,AMRO,2012,United States,California,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2260,Influenza,AMRO,2012,United States,Colorado,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2261,Influenza,AMRO,2012,United States,Connecticut,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2262,Influenza,AMRO,2012,United States,Delaware,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2263,Influenza,AMRO,2012,United States,District of Columbia,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2264,Influenza,AMRO,2012,United States,Georgia,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2265,Influenza,AMRO,2012,United States,Hawaii,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2266,Influenza,AMRO,2012,United States,Idaho,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2267,Influenza,AMRO,2012,United States,Illinois,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2268,Influenza,AMRO,2012,United States,Indiana,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2269,Influenza,AMRO,2012,United States,Iowa,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2270,Influenza,AMRO,2012,United States,Kansas,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2271,Influenza,AMRO,2012,United States,Kentucky,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2272,Influenza,AMRO,2012,United States,Louisiana,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2273,Influenza,AMRO,2012,United States,Maine,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2274,Influenza,AMRO,2012,United States,Maryland,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2275,Influenza,AMRO,2012,United States,Massachusetts,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2276,Influenza,AMRO,2012,United States,Michigan,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2277,Influenza,AMRO,2012,United States,Minnesota,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2278,Influenza,AMRO,2012,United States,Mississippi,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2279,Influenza,AMRO,2012,United States,Missouri,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2280,Influenza,AMRO,2012,United States,Montana,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2281,Influenza,AMRO,2012,United States,Nebraska,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2282,Influenza,AMRO,2012,United States,Nevada,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2283,Influenza,AMRO,2012,United States,New Hampshire,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2284,Influenza,AMRO,2012,United States,New Jersey,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2285,Influenza,AMRO,2012,United States,New Mexico,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2286,Influenza,AMRO,2012,United States,New York,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2287,Influenza,AMRO,2012,United States,New York City,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2288,Influenza,AMRO,2012,United States,North Carolina,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2289,Influenza,AMRO,2012,United States,North Dakota,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2290,Influenza,AMRO,2012,United States,Ohio,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2291,Influenza,AMRO,2012,United States,Oklahoma,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2292,Influenza,AMRO,2012,United States,Oregon,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2293,Influenza,AMRO,2012,United States,Pennsylvania,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2294,Influenza,AMRO,2012,United States,Rhode Island,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2295,Influenza,AMRO,2012,United States,South Carolina,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2296,Influenza,AMRO,2012,United States,South Dakota,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2297,Influenza,AMRO,2012,United States,Tennessee,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2298,Influenza,AMRO,2012,United States,Texas,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2299,Influenza,AMRO,2012,United States,Utah,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2300,Influenza,AMRO,2012,United States,Vermont,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2301,Influenza,AMRO,2012,United States,Virgin Islands,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2302,Influenza,AMRO,2012,United States,Virginia,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
2303,Influenza,AMRO,2012,United States,Washington,,7.5,6.0,9.0,2e-06,,,,1.5,1.0,2.0,1,0,0,0,1,,,,2.0,,,,,,,,
