,Pandemic,Region,Year,Country,Domain,Sub-Domain,LoS_mean,LoS_low,LoS_high,mortality_rate,hopitalization_rate_mean,hopitalization_rate_low,hopitalization_rate_high,R0_mean,R0_low,R0_high,Object_Transmit,Blood_Transmit,Airborne,Vector_Transmit,Droplets_Transmit,latent_period_mean,latent_period_low,latent_period_high,incubation_period_mean,incubation_period_low,incubation_period_high,average_time_to_death_mean,average_time_to_death_low,average_time_to_death_high,average_time_to_discharge_mean,average_time_to_discharge_low,average_time_to_discharge_high
0,Covid-19,EMRO,2020,Afghanistan,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
1,Covid-19,EURO,2020,Albania,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
2,Covid-19,AFRO,2020,Algeria,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
3,Covid-19,WPRO,2020,American Samoa,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
4,Covid-19,EURO,2020,Andorra,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
5,Covid-19,AFRO,2020,Angola,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
6,Covid-19,AMRO,2020,Anguilla,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
7,Covid-19,AMRO,2020,Antigua and Barbuda,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
8,Covid-19,AMRO,2020,Argentina,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
9,Covid-19,EURO,2020,Armenia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
10,Covid-19,AMRO,2020,Aruba,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
11,Covid-19,WPRO,2020,Australia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
12,Covid-19,EURO,2020,Austria,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
13,Covid-19,EURO,2020,Azerbaijan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
14,Covid-19,AMRO,2020,Bahamas,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
15,Covid-19,EMRO,2020,Bahrain,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
16,Covid-19,SEARO,2020,Bangladesh,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
17,Covid-19,AMRO,2020,Barbados,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
18,Covid-19,EURO,2020,Belarus,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
19,Covid-19,EURO,2020,Belgium,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
20,Covid-19,AMRO,2020,Belize,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
21,Covid-19,AFRO,2020,Benin,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
22,Covid-19,AMRO,2020,Bermuda,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
23,Covid-19,SEARO,2020,Bhutan,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
24,Covid-19,AMRO,2020,Bolivia (Plurinational State of),,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
25,Covid-19,AMRO,2020,Bonaire,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
26,Covid-19,EURO,2020,Bosnia and Herzegovina,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
27,Covid-19,AFRO,2020,Botswana,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
28,Covid-19,AMRO,2020,Brazil,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
29,Covid-19,AMRO,2020,British Virgin Islands,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
30,Covid-19,WPRO,2020,Brunei Darussalam,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
31,Covid-19,EURO,2020,Bulgaria,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
32,Covid-19,AFRO,2020,Burkina Faso,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
33,Covid-19,AFRO,2020,Burundi,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
34,Covid-19,AFRO,2020,Cabo Verde,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
35,Covid-19,WPRO,2020,Cambodia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
36,Covid-19,AFRO,2020,Cameroon,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
37,Covid-19,AMRO,2020,Canada,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
38,Covid-19,AMRO,2020,Cayman Islands,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
39,Covid-19,AFRO,2020,Central African Republic,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
40,Covid-19,AFRO,2020,Chad,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
41,Covid-19,AMRO,2020,Chile,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
42,Covid-19,WPRO,2020,China,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
43,Covid-19,AMRO,2020,Colombia,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
44,Covid-19,AFRO,2020,Comoros,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
45,Covid-19,AFRO,2020,Congo,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
46,Covid-19,WPRO,2020,Cook Islands,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
47,Covid-19,AMRO,2020,Costa Rica,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
48,Covid-19,EURO,2020,Croatia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
49,Covid-19,AMRO,2020,Cuba,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
50,Covid-19,AMRO,2020,Curaçao,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
51,Covid-19,EURO,2020,Cyprus,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
52,Covid-19,EURO,2020,Czechia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
53,Covid-19,AFRO,2020,Côte d’Ivoire,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
54,Covid-19,SEARO,2020,Democratic People's Republic of Korea,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
55,Covid-19,AFRO,2020,Democratic Republic of the Congo,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
56,Covid-19,EURO,2020,Denmark,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
57,Covid-19,EMRO,2020,Djibouti,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
58,Covid-19,AMRO,2020,Dominica,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
59,Covid-19,AMRO,2020,Dominican Republic,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
60,Covid-19,AMRO,2020,Ecuador,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
61,Covid-19,EMRO,2020,Egypt,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
62,Covid-19,AMRO,2020,El Salvador,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
63,Covid-19,AFRO,2020,Equatorial Guinea,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
64,Covid-19,AFRO,2020,Eritrea,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
65,Covid-19,EURO,2020,Estonia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
66,Covid-19,AFRO,2020,Eswatini,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
67,Covid-19,AFRO,2020,Ethiopia,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
68,Covid-19,AMRO,2020,Falkland Islands (Malvinas),,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
69,Covid-19,EURO,2020,Faroe Islands,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
70,Covid-19,WPRO,2020,Fiji,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
71,Covid-19,EURO,2020,Finland,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
72,Covid-19,EURO,2020,France,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
73,Covid-19,AMRO,2020,French Guiana,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
74,Covid-19,WPRO,2020,French Polynesia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
75,Covid-19,AFRO,2020,Gabon,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
76,Covid-19,AFRO,2020,Gambia,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
77,Covid-19,EURO,2020,Georgia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
78,Covid-19,EURO,2020,Germany,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
79,Covid-19,AFRO,2020,Ghana,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
80,Covid-19,EURO,2020,Gibraltar,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
81,Covid-19,EURO,2020,Greece,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
82,Covid-19,EURO,2020,Greenland,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
83,Covid-19,AMRO,2020,Grenada,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
84,Covid-19,AMRO,2020,Guadeloupe,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
85,Covid-19,WPRO,2020,Guam,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
86,Covid-19,AMRO,2020,Guatemala,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
87,Covid-19,EURO,2020,Guernsey,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
88,Covid-19,AFRO,2020,Guinea,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
89,Covid-19,AFRO,2020,Guinea-Bissau,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
90,Covid-19,AMRO,2020,Guyana,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
91,Covid-19,AMRO,2020,Haiti,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
92,Covid-19,EURO,2020,Holy See,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
93,Covid-19,AMRO,2020,Honduras,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
94,Covid-19,EURO,2020,Hungary,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
95,Covid-19,EURO,2020,Iceland,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
96,Covid-19,SEARO,2020,India,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
97,Covid-19,SEARO,2020,Indonesia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
98,Covid-19,EMRO,2020,Iran (Islamic Republic of),,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
99,Covid-19,EMRO,2020,Iraq,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
100,Covid-19,EURO,2020,Ireland,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
101,Covid-19,EURO,2020,Isle of Man,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
102,Covid-19,EURO,2020,Israel,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
103,Covid-19,EURO,2020,Italy,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
104,Covid-19,AMRO,2020,Jamaica,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
105,Covid-19,WPRO,2020,Japan,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
106,Covid-19,EURO,2020,Jersey,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
107,Covid-19,EMRO,2020,Jordan,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
108,Covid-19,EURO,2020,Kazakhstan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
109,Covid-19,AFRO,2020,Kenya,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
110,Covid-19,WPRO,2020,Kiribati,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
111,Covid-19,EURO,2020,Kosovo[1],,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
112,Covid-19,EMRO,2020,Kuwait,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
113,Covid-19,EURO,2020,Kyrgyzstan,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
114,Covid-19,WPRO,2020,Lao People's Democratic Republic,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
115,Covid-19,EURO,2020,Latvia,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
116,Covid-19,EMRO,2020,Lebanon,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
117,Covid-19,AFRO,2020,Lesotho,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
118,Covid-19,AFRO,2020,Liberia,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
119,Covid-19,EMRO,2020,Libya,,,,8.26,15.6,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
120,Covid-19,EURO,2020,Liechtenstein,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
121,Covid-19,EURO,2020,Lithuania,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
122,Covid-19,EURO,2020,Luxembourg,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
123,Covid-19,AFRO,2020,Madagascar,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
124,Covid-19,AFRO,2020,Malawi,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
125,Covid-19,WPRO,2020,Malaysia,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
126,Covid-19,SEARO,2020,Maldives,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
127,Covid-19,AFRO,2020,Mali,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
128,Covid-19,EURO,2020,Malta,,,,9.03,21.59,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
129,Covid-19,WPRO,2020,Marshall Islands,,,,15.7,21.12,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
130,Covid-19,AMRO,2020,Martinique,,,,11.45,26.91,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
131,Covid-19,AFRO,2020,Mauritania,,,,1.0,22.76,0.011,0.048,0.004,0.092,,1.4,6.49,1,0,1,0,1,5.5,5.1,5.9,6.9,6.3,7.5,,2.0,10.0,,,
