Microbe Family,Microbe Genus,Microbe Species,Region,Country,State/City,date,type,number
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-02,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-03,Cases,242.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-05,Cases,57.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-06,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-09,Cases,40.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-10,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-12,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-13,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-16,Cases,62.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-19,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-20,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-24,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-26,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-27,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-30,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-05-31,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-04,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-05,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-06,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-07,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-09,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-10,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-13,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-14,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-16,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-17,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-21,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-23,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-24,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-29,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-30,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-06-30,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-03,Cases,40.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-05,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-08,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-09,Cases,2.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-10,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-13,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-14,Cases,1.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-15,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-17,Cases,1.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-20,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-21,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-23,Cases,1.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-24,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-27,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-28,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-30,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-07-31,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-03,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-04,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-05,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-06,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-07,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-10,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-11,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-13,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-14,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-17,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-18,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-20,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-21,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-24,Cases,0.0
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Liberia,None,2015-08-25,Cases,0.0
