Microbe Family,Microbe Genus,Microbe Species,Region,Country,State/City,date,type,number
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-03-31,Cumulative_Cases,59
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-03-31,Cumulative_Cases,58
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-01,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-01,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-01,Cumulative_Cases,53
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-01,Cumulative_Cases,806
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-01,Cumulative_Cases,685
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-01,Cumulative_Cases,13
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-01,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-01,Cumulative_Cases,5
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-01,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-01,Cumulative_Cases,2
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-01,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-01,Cumulative_Cases,92
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-01,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-01,Cumulative_Cases,6
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-01,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-01,Cumulative_Cases,69
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-01,Cumulative_Cases,58
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-02,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-02,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-02,Cumulative_Cases,58
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-02,Cumulative_Cases,1190
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-02,Cumulative_Cases,708
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-02,Cumulative_Cases,13
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-02,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-02,Cumulative_Cases,5
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-02,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Republic of Ireland,None,2003-04-02,Cumulative_Cases,2
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Romania,None,2003-04-02,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Singapore,None,2003-04-02,Cumulative_Cases,95
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Spain,None,2003-04-02,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Switzerland,None,2003-04-02,Cumulative_Cases,2
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Thailand,None,2003-04-02,Cumulative_Cases,7
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,United Kingdom,None,2003-04-02,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,United States,None,2003-04-02,Cumulative_Cases,72
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,Viet Nam,None,2003-04-02,Cumulative_Cases,58
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,Australia,None,2003-04-03,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Belgium,None,2003-04-03,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Brazil,None,2003-04-03,Cumulative_Cases,1
Coronaviridae,Betacoronavirus,SARS-CoV-1,AMRO,Canada,None,2003-04-03,Cumulative_Cases,62
Coronaviridae,Betacoronavirus,SARS-CoV-1,WPRO,China,None,2003-04-03,Cumulative_Cases,1190
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Hong Kong SAR, China",None,2003-04-03,Cumulative_Cases,734
Coronaviridae,Betacoronavirus,SARS-CoV-1,SEARO,"Taiwan, China",None,2003-04-03,Cumulative_Cases,14
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,France,None,2003-04-03,Cumulative_Cases,3
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Germany,None,2003-04-03,Cumulative_Cases,5
Coronaviridae,Betacoronavirus,SARS-CoV-1,EURO,Italy,None,2003-04-03,Cumulative_Cases,3
