,Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,Sub-Domain,date,type,number
51575,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-24,Cumulative_Deaths,0.0
51576,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-25,Cumulative_Deaths,0.0
51577,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-26,Cumulative_Deaths,0.0
51578,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-27,Cumulative_Deaths,0.0
51579,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-28,Cumulative_Deaths,0.0
51580,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-29,Cumulative_Deaths,0.0
51581,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-30,Cumulative_Deaths,0.0
51582,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-03-31,Cumulative_Deaths,0.0
51583,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-01,Cumulative_Deaths,0.0
51584,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-02,Cumulative_Deaths,0.0
51585,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-03,Cumulative_Deaths,0.0
51586,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-04,Cumulative_Deaths,0.0
51587,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-05,Cumulative_Deaths,0.0
51588,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-06,Cumulative_Deaths,0.0
51589,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-07,Cumulative_Deaths,0.0
51590,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-08,Cumulative_Deaths,0.0
51591,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-09,Cumulative_Deaths,0.0
51592,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-10,Cumulative_Deaths,0.0
51593,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-11,Cumulative_Deaths,0.0
51594,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-12,Cumulative_Deaths,0.0
51595,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-13,Cumulative_Deaths,0.0
51596,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-14,Cumulative_Deaths,0.0
51597,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-15,Cumulative_Deaths,0.0
51598,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-16,Cumulative_Deaths,0.0
51599,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-17,Cumulative_Deaths,0.0
51600,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-18,Cumulative_Deaths,0.0
51601,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-19,Cumulative_Deaths,0.0
51602,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-20,Cumulative_Deaths,0.0
51603,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-21,Cumulative_Deaths,0.0
51604,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-22,Cumulative_Deaths,0.0
51605,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-23,Cumulative_Deaths,0.0
51606,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-24,Cumulative_Deaths,0.0
51607,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-25,Cumulative_Deaths,0.0
51608,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-26,Cumulative_Deaths,0.0
51609,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-27,Cumulative_Deaths,0.0
51610,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-28,Cumulative_Deaths,0.0
51611,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-29,Cumulative_Deaths,0.0
51612,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-04-30,Cumulative_Deaths,0.0
51613,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-01,Cumulative_Deaths,0.0
51614,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-02,Cumulative_Deaths,0.0
51615,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-03,Cumulative_Deaths,0.0
51616,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-04,Cumulative_Deaths,0.0
51617,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-05,Cumulative_Deaths,0.0
51618,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-06,Cumulative_Deaths,0.0
51619,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-07,Cumulative_Deaths,0.0
51620,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-08,Cumulative_Deaths,0.0
51621,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-09,Cumulative_Deaths,0.0
51622,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-10,Cumulative_Deaths,0.0
51623,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-11,Cumulative_Deaths,0.0
51624,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-12,Cumulative_Deaths,0.0
51625,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-13,Cumulative_Deaths,0.0
51626,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-14,Cumulative_Deaths,0.0
51627,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-15,Cumulative_Deaths,0.0
51628,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-16,Cumulative_Deaths,0.0
51629,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-17,Cumulative_Deaths,0.0
51630,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-18,Cumulative_Deaths,0.0
51631,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-19,Cumulative_Deaths,0.0
51632,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-20,Cumulative_Deaths,0.0
51633,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-21,Cumulative_Deaths,0.0
51634,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-22,Cumulative_Deaths,0.0
51635,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-23,Cumulative_Deaths,0.0
51636,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-24,Cumulative_Deaths,0.0
51637,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-25,Cumulative_Deaths,0.0
51638,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-26,Cumulative_Deaths,0.0
51639,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-27,Cumulative_Deaths,0.0
51640,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-28,Cumulative_Deaths,0.0
51641,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-29,Cumulative_Deaths,0.0
51642,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-30,Cumulative_Deaths,0.0
51643,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-05-31,Cumulative_Deaths,0.0
51644,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-01,Cumulative_Deaths,0.0
51645,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-02,Cumulative_Deaths,0.0
51646,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-03,Cumulative_Deaths,0.0
51647,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-04,Cumulative_Deaths,0.0
51648,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-05,Cumulative_Deaths,0.0
51649,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-06,Cumulative_Deaths,0.0
51650,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-07,Cumulative_Deaths,0.0
51651,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-08,Cumulative_Deaths,0.0
51652,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-09,Cumulative_Deaths,0.0
51653,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-10,Cumulative_Deaths,0.0
51654,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-11,Cumulative_Deaths,0.0
51655,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-12,Cumulative_Deaths,0.0
51656,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-13,Cumulative_Deaths,0.0
51657,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-14,Cumulative_Deaths,0.0
51658,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-15,Cumulative_Deaths,0.0
51659,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-16,Cumulative_Deaths,0.0
51660,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-17,Cumulative_Deaths,0.0
51661,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-18,Cumulative_Deaths,0.0
51662,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-19,Cumulative_Deaths,0.0
51663,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-20,Cumulative_Deaths,0.0
51664,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-21,Cumulative_Deaths,0.0
51665,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-22,Cumulative_Deaths,0.0
51666,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-23,Cumulative_Deaths,0.0
51667,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-24,Cumulative_Deaths,0.0
51668,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-25,Cumulative_Deaths,0.0
51669,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-26,Cumulative_Deaths,0.0
51670,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-27,Cumulative_Deaths,0.0
51671,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-28,Cumulative_Deaths,0.0
51672,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-29,Cumulative_Deaths,0.0
51673,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-06-30,Cumulative_Deaths,0.0
51674,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-01,Cumulative_Deaths,0.0
51675,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-02,Cumulative_Deaths,0.0
51676,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-03,Cumulative_Deaths,0.0
51677,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-04,Cumulative_Deaths,0.0
51678,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-05,Cumulative_Deaths,0.0
51679,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-06,Cumulative_Deaths,0.0
51680,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-07,Cumulative_Deaths,0.0
51681,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-08,Cumulative_Deaths,0.0
51682,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-09,Cumulative_Deaths,0.0
51683,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-10,Cumulative_Deaths,0.0
51684,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-11,Cumulative_Deaths,0.0
51685,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-12,Cumulative_Deaths,0.0
51686,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-13,Cumulative_Deaths,0.0
51687,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-14,Cumulative_Deaths,0.0
51688,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-15,Cumulative_Deaths,0.0
51689,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-16,Cumulative_Deaths,0.0
51690,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-17,Cumulative_Deaths,0.0
51691,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-18,Cumulative_Deaths,0.0
51692,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-19,Cumulative_Deaths,0.0
51693,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-20,Cumulative_Deaths,0.0
51694,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-21,Cumulative_Deaths,0.0
51695,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-22,Cumulative_Deaths,0.0
51696,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-23,Cumulative_Deaths,0.0
51697,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-24,Cumulative_Deaths,0.0
51698,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-25,Cumulative_Deaths,0.0
51699,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-26,Cumulative_Deaths,0.0
51700,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-27,Cumulative_Deaths,0.0
51701,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-28,Cumulative_Deaths,0.0
51702,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-29,Cumulative_Deaths,0.0
51703,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-30,Cumulative_Deaths,0.0
51704,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-07-31,Cumulative_Deaths,0.0
51705,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-01,Cumulative_Deaths,0.0
51706,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-02,Cumulative_Deaths,0.0
51707,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-03,Cumulative_Deaths,0.0
51708,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-04,Cumulative_Deaths,0.0
51709,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-05,Cumulative_Deaths,0.0
51710,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-06,Cumulative_Deaths,0.0
51711,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-07,Cumulative_Deaths,0.0
51712,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-08,Cumulative_Deaths,0.0
51713,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-09,Cumulative_Deaths,0.0
51714,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-10,Cumulative_Deaths,0.0
51715,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-11,Cumulative_Deaths,0.0
51716,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-12,Cumulative_Deaths,0.0
51717,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-13,Cumulative_Deaths,0.0
51718,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-14,Cumulative_Deaths,0.0
51719,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-15,Cumulative_Deaths,0.0
51720,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-16,Cumulative_Deaths,0.0
51721,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-17,Cumulative_Deaths,0.0
51722,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-18,Cumulative_Deaths,0.0
51723,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-19,Cumulative_Deaths,0.0
51724,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-20,Cumulative_Deaths,0.0
51725,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-21,Cumulative_Deaths,0.0
51726,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-22,Cumulative_Deaths,0.0
51727,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-23,Cumulative_Deaths,0.0
51728,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-24,Cumulative_Deaths,0.0
51729,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-25,Cumulative_Deaths,0.0
51730,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-26,Cumulative_Deaths,0.0
51731,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-27,Cumulative_Deaths,0.0
51732,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-28,Cumulative_Deaths,0.0
51733,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-29,Cumulative_Deaths,0.0
51734,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-30,Cumulative_Deaths,0.0
51735,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-08-31,Cumulative_Deaths,0.0
51736,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-01,Cumulative_Deaths,0.0
51737,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-02,Cumulative_Deaths,0.0
51738,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-03,Cumulative_Deaths,0.0
51739,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-04,Cumulative_Deaths,0.0
51740,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-05,Cumulative_Deaths,0.0
51741,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-06,Cumulative_Deaths,0.0
51742,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-07,Cumulative_Deaths,0.0
51743,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-08,Cumulative_Deaths,0.0
51744,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-09,Cumulative_Deaths,0.0
51745,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-10,Cumulative_Deaths,0.0
51746,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-11,Cumulative_Deaths,0.0
51747,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-12,Cumulative_Deaths,0.0
51748,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-13,Cumulative_Deaths,0.0
51749,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-14,Cumulative_Deaths,0.0
51750,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-15,Cumulative_Deaths,0.0
51751,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-16,Cumulative_Deaths,0.0
51752,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-17,Cumulative_Deaths,0.0
51753,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-18,Cumulative_Deaths,0.0
51754,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-19,Cumulative_Deaths,0.0
51755,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-20,Cumulative_Deaths,0.0
51756,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-21,Cumulative_Deaths,0.0
51757,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-22,Cumulative_Deaths,0.0
51758,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-23,Cumulative_Deaths,0.0
51759,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-24,Cumulative_Deaths,0.0
51760,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-25,Cumulative_Deaths,0.0
51761,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-26,Cumulative_Deaths,0.0
51762,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-27,Cumulative_Deaths,0.0
51763,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-28,Cumulative_Deaths,0.0
51764,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-29,Cumulative_Deaths,0.0
51765,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-09-30,Cumulative_Deaths,0.0
51766,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-01,Cumulative_Deaths,0.0
51767,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-02,Cumulative_Deaths,0.0
51768,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-03,Cumulative_Deaths,0.0
51769,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-04,Cumulative_Deaths,0.0
51770,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-05,Cumulative_Deaths,0.0
51771,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-06,Cumulative_Deaths,0.0
51772,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-07,Cumulative_Deaths,0.0
51773,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-08,Cumulative_Deaths,0.0
51774,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-09,Cumulative_Deaths,0.0
51775,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-10,Cumulative_Deaths,0.0
51776,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-11,Cumulative_Deaths,0.0
51777,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-12,Cumulative_Deaths,0.0
51778,Poxviridae,Orthopoxvirus,MPXV,AFRO,Benin,,,2023-10-13,Cumulative_Deaths,0.0
51779,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-20,Cumulative_Deaths,0.0
51780,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-21,Cumulative_Deaths,0.0
51781,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-22,Cumulative_Deaths,0.0
51782,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-23,Cumulative_Deaths,0.0
51783,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-24,Cumulative_Deaths,0.0
51784,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-25,Cumulative_Deaths,0.0
51785,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-26,Cumulative_Deaths,0.0
51786,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-27,Cumulative_Deaths,0.0
51787,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-28,Cumulative_Deaths,0.0
51788,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-29,Cumulative_Deaths,0.0
51789,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-30,Cumulative_Deaths,0.0
51790,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-07-31,Cumulative_Deaths,0.0
51791,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-01,Cumulative_Deaths,0.0
51792,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-02,Cumulative_Deaths,0.0
51793,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-03,Cumulative_Deaths,0.0
51794,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-04,Cumulative_Deaths,0.0
51795,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-05,Cumulative_Deaths,0.0
51796,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-06,Cumulative_Deaths,0.0
51797,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-07,Cumulative_Deaths,0.0
51798,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-08,Cumulative_Deaths,0.0
51799,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-09,Cumulative_Deaths,0.0
51800,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-10,Cumulative_Deaths,0.0
51801,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-11,Cumulative_Deaths,0.0
51802,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-12,Cumulative_Deaths,0.0
51803,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-13,Cumulative_Deaths,0.0
51804,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-14,Cumulative_Deaths,0.0
51805,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-15,Cumulative_Deaths,0.0
51806,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-16,Cumulative_Deaths,0.0
51807,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-17,Cumulative_Deaths,0.0
51808,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-18,Cumulative_Deaths,0.0
51809,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-19,Cumulative_Deaths,0.0
51810,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-20,Cumulative_Deaths,0.0
51811,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-21,Cumulative_Deaths,0.0
51812,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-22,Cumulative_Deaths,0.0
51813,Poxviridae,Orthopoxvirus,MPXV,AMRO,Bermuda,,,2022-08-23,Cumulative_Deaths,0.0
