Microbe Family,Microbe Genus,Microbe Species,Region,Country,Domain,Sub-Domain,date,type,number
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-08-19,CumCases,543
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-08-21,CumCases,579
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-08-22,CumCases,607
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-08-28,CumCases,648
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-06,CumCases,812
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-08,CumCases,862
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-12,CumCases,861
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-16,CumCases,936
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-18,CumCases,942
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-22,CumCases,1008
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-24,CumCases,1022
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-09-26,CumCases,1074
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-01,CumCases,1157
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-03,CumCases,1199
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-08,CumCases,1298
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-10,CumCases,1350
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-15,CumCases,1472
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-17,CumCases,1519
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-22,CumCases,1540
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-25,CumCases,1553
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-29,CumCases,1906
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-10-31,CumCases,1667
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-11-05,CumCases,1731
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-11-07,CumCases,1760
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-11-12,CumCases,1878
Filoviridae,Ebolavirus,Ebola Virus/ Sudan Virus/ Tai Forest Virus/ Bundibugyo Virus,AFRO, Guinea,None,None,2014-11-14,CumCases,1919
